team,year,day,points,position
vallecano,1993,36,39,15
logrones,1993,36,39,16
valladolid,1993,36,37,17
lerida,1993,36,34,18
osasuna,1993,36,31,19
barcelona,1993,37,78,0
la coruna,1993,37,77,1
real madrid,1993,37,64,2
zaragoza,1993,37,62,3
sevilla,1993,37,57,4
ath bilbao,1993,37,56,5
valencia,1993,37,53,6
tenerife,1993,37,51,7
santander,1993,37,50,8
sp gijon,1993,37,50,9
oviedo,1993,37,49,10
sociedad,1993,37,47,11
ath madrid,1993,37,45,12
albacete,1993,37,44,13
celta,1993,37,43,14
vallecano,1993,37,40,15
logrones,1993,37,39,16
valladolid,1993,37,37,17
lerida,1993,37,34,18
osasuna,1993,37,31,19
barcelona,1993,38,81,0
la coruna,1993,38,78,1
zaragoza,1993,38,65,2
real madrid,1993,38,64,3
ath bilbao,1993,38,59,4
sevilla,1993,38,57,5
valencia,1993,38,54,6
santander,1993,38,53,7
tenerife,1993,38,51,8
sp gijon,1993,38,50,9
oviedo,1993,38,49,10
sociedad,1993,38,48,11
ath madrid,1993,38,48,12
albacete,1993,38,45,13
celta,1993,38,44,14
logrones,1993,38,42,15
vallecano,1993,38,40,16
valladolid,1993,38,38,17
osasuna,1993,38,34,18
lerida,1993,38,34,19
espanol,1994,0,0,0
sevilla,1994,0,0,1
albacete,1994,0,0,2
celta,1994,0,0,3
ath bilbao,1994,0,0,4
la coruna,1994,0,0,5
ath madrid,1994,0,0,6
valencia,1994,0,0,7
compostela,1994,0,0,8
sociedad,1994,0,0,9
real madrid,1994,0,0,10
oviedo,1994,0,0,11
logrones,1994,0,0,12
betis,1994,0,0,13
santander,1994,0,0,14
valladolid,1994,0,0,15
sp gijon,1994,0,0,16
barcelona,1994,0,0,17
zaragoza,1994,0,0,18
tenerife,1994,0,0,19
espanol,1994,1,3,0
la coruna,1994,1,3,1
sp gijon,1994,1,3,2
valencia,1994,1,3,3
sociedad,1994,1,3,4
real madrid,1994,1,3,5
albacete,1994,1,1,6
celta,1994,1,1,7
valladolid,1994,1,1,8
zaragoza,1994,1,1,9
tenerife,1994,1,1,10
santander,1994,1,1,11
logrones,1994,1,1,12
betis,1994,1,1,13
oviedo,1994,1,0,14
compostela,1994,1,0,15
ath madrid,1994,1,0,16
barcelona,1994,1,0,17
ath bilbao,1994,1,0,18
sevilla,1994,1,0,19
espanol,1994,2,6,0
real madrid,1994,2,6,1
la coruna,1994,2,6,2
betis,1994,2,4,3
tenerife,1994,2,4,4
zaragoza,1994,2,4,5
sevilla,1994,2,3,6
barcelona,1994,2,3,7
sociedad,1994,2,3,8
sp gijon,1994,2,3,9
valencia,1994,2,3,10
celta,1994,2,2,11
logrones,1994,2,1,12
oviedo,1994,2,1,13
santander,1994,2,1,14
valladolid,1994,2,1,15
ath bilbao,1994,2,1,16
compostela,1994,2,1,17
albacete,1994,2,1,18
ath madrid,1994,2,0,19
la coruna,1994,3,9,0
espanol,1994,3,7,1
zaragoza,1994,3,7,2
real madrid,1994,3,7,3
sevilla,1994,3,6,4
valencia,1994,3,6,5
ath bilbao,1994,3,4,6
tenerife,1994,3,4,7
compostela,1994,3,4,8
barcelona,1994,3,4,9
sp gijon,1994,3,4,10
betis,1994,3,4,11
ath madrid,1994,3,3,12
celta,1994,3,3,13
sociedad,1994,3,3,14
albacete,1994,3,2,15
oviedo,1994,3,1,16
santander,1994,3,1,17
valladolid,1994,3,1,18
logrones,1994,3,1,19
la coruna,1994,4,10,0
real madrid,1994,4,10,1
valencia,1994,4,9,2
espanol,1994,4,8,3
betis,1994,4,7,4
sevilla,1994,4,7,5
zaragoza,1994,4,7,6
barcelona,1994,4,7,7
celta,1994,4,6,8
tenerife,1994,4,5,9
compostela,1994,4,4,10
oviedo,1994,4,4,11
sp gijon,1994,4,4,12
ath bilbao,1994,4,4,13
valladolid,1994,4,4,14
ath madrid,1994,4,3,15
sociedad,1994,4,3,16
albacete,1994,4,3,17
logrones,1994,4,2,18
santander,1994,4,1,19
la coruna,1994,5,13,0
valencia,1994,5,12,1
zaragoza,1994,5,10,2
real madrid,1994,5,10,3
espanol,1994,5,9,4
betis,1994,5,8,5
tenerife,1994,5,8,6
celta,1994,5,7,7
sevilla,1994,5,7,8
barcelona,1994,5,7,9
ath bilbao,1994,5,7,10
sp gijon,1994,5,7,11
albacete,1994,5,6,12
ath madrid,1994,5,6,13
compostela,1994,5,4,14
valladolid,1994,5,4,15
oviedo,1994,5,4,16
sociedad,1994,5,3,17
logrones,1994,5,2,18
santander,1994,5,2,19
la coruna,1994,6,14,0
real madrid,1994,6,13,1
valencia,1994,6,12,2
tenerife,1994,6,11,3
zaragoza,1994,6,11,4
betis,1994,6,11,5
barcelona,1994,6,10,6
ath bilbao,1994,6,10,7
sp gijon,1994,6,10,8
espanol,1994,6,9,9
sevilla,1994,6,8,10
compostela,1994,6,7,11
valladolid,1994,6,7,12
celta,1994,6,7,13
ath madrid,1994,6,6,14
albacete,1994,6,6,15
sociedad,1994,6,4,16
oviedo,1994,6,4,17
logrones,1994,6,2,18
santander,1994,6,2,19
real madrid,1994,7,16,0
la coruna,1994,7,15,1
zaragoza,1994,7,14,2
sp gijon,1994,7,13,3
barcelona,1994,7,13,4
valencia,1994,7,12,5
tenerife,1994,7,12,6
betis,1994,7,12,7
ath bilbao,1994,7,11,8
sevilla,1994,7,9,9
espanol,1994,7,9,10
compostela,1994,7,8,11
valladolid,1994,7,8,12
ath madrid,1994,7,7,13
sociedad,1994,7,7,14
celta,1994,7,7,15
albacete,1994,7,6,16
santander,1994,7,5,17
