team,year,day,points,position
werder bremen,2009,21,31,6
mainz,2009,21,30,7
stuttgart,2009,21,28,8
hoffenheim,2009,21,28,9
wolfsburg,2009,21,25,10
fc koln,2009,21,25,11
m'gladbach,2009,21,25,12
bochum,2009,21,22,13
freiburg,2009,21,19,14
hannover,2009,21,17,15
nurnberg,2009,21,16,16
hertha,2009,21,11,17
leverkusen,2009,22,48,0
bayern munich,2009,22,48,1
schalke 04,2009,22,45,2
hamburg,2009,22,39,3
dortmund,2009,22,36,4
ein frankfurt,2009,22,34,5
werder bremen,2009,22,34,6
mainz,2009,22,31,7
hoffenheim,2009,22,28,8
m'gladbach,2009,22,28,9
stuttgart,2009,22,28,10
wolfsburg,2009,22,25,11
bochum,2009,22,25,12
fc koln,2009,22,25,13
freiburg,2009,22,19,14
hannover,2009,22,17,15
nurnberg,2009,22,16,16
hertha,2009,22,12,17
leverkusen,2009,23,49,0
bayern munich,2009,23,49,1
schalke 04,2009,23,45,2
hamburg,2009,23,40,3
dortmund,2009,23,39,4
ein frankfurt,2009,23,35,5
werder bremen,2009,23,35,6
mainz,2009,23,32,7
stuttgart,2009,23,31,8
hoffenheim,2009,23,29,9
m'gladbach,2009,23,29,10
wolfsburg,2009,23,28,11
bochum,2009,23,26,12
fc koln,2009,23,25,13
freiburg,2009,23,19,14
hannover,2009,23,17,15
nurnberg,2009,23,17,16
hertha,2009,23,15,17
bayern munich,2009,24,52,0
leverkusen,2009,24,50,1
schalke 04,2009,24,48,2
hamburg,2009,24,40,3
dortmund,2009,24,39,4
werder bremen,2009,24,38,5
ein frankfurt,2009,24,35,6
stuttgart,2009,24,34,7
mainz,2009,24,32,8
hoffenheim,2009,24,32,9
wolfsburg,2009,24,31,10
m'gladbach,2009,24,30,11
bochum,2009,24,27,12
fc koln,2009,24,26,13
freiburg,2009,24,20,14
nurnberg,2009,24,18,15
hannover,2009,24,17,16
hertha,2009,24,15,17
bayern munich,2009,25,53,0
schalke 04,2009,25,51,1
leverkusen,2009,25,50,2
hamburg,2009,25,43,3
dortmund,2009,25,42,4
werder bremen,2009,25,39,5
ein frankfurt,2009,25,35,6
mainz,2009,25,35,7
stuttgart,2009,25,35,8
wolfsburg,2009,25,34,9
hoffenheim,2009,25,32,10
m'gladbach,2009,25,30,11
fc koln,2009,25,27,12
bochum,2009,25,27,13
nurnberg,2009,25,21,14
hannover,2009,25,20,15
freiburg,2009,25,20,16
hertha,2009,25,15,17
bayern munich,2009,26,56,0
schalke 04,2009,26,54,1
leverkusen,2009,26,53,2
dortmund,2009,26,45,3
hamburg,2009,26,43,4
werder bremen,2009,26,42,5
mainz,2009,26,38,6
wolfsburg,2009,26,37,7
stuttgart,2009,26,35,8
ein frankfurt,2009,26,35,9
hoffenheim,2009,26,32,10
m'gladbach,2009,26,30,11
bochum,2009,26,27,12
fc koln,2009,26,27,13
nurnberg,2009,26,24,14
hannover,2009,26,23,15
freiburg,2009,26,20,16
hertha,2009,26,15,17
bayern munich,2009,27,56,0
schalke 04,2009,27,55,1
leverkusen,2009,27,53,2
dortmund,2009,27,48,3
werder bremen,2009,27,45,4
hamburg,2009,27,44,5
mainz,2009,27,38,6
stuttgart,2009,27,38,7
ein frankfurt,2009,27,38,8
wolfsburg,2009,27,37,9
hoffenheim,2009,27,33,10
m'gladbach,2009,27,31,11
fc koln,2009,27,28,12
bochum,2009,27,27,13
nurnberg,2009,27,25,14
hannover,2009,27,23,15
freiburg,2009,27,23,16
hertha,2009,27,18,17
schalke 04,2009,28,58,0
bayern munich,2009,28,56,1
leverkusen,2009,28,53,2
dortmund,2009,28,49,3
werder bremen,2009,28,48,4
hamburg,2009,28,44,5
stuttgart,2009,28,41,6
ein frankfurt,2009,28,41,7
wolfsburg,2009,28,40,8
mainz,2009,28,38,9
hoffenheim,2009,28,34,10
m'gladbach,2009,28,34,11
fc koln,2009,28,31,12
bochum,2009,28,27,13
nurnberg,2009,28,25,14
freiburg,2009,28,24,15
hannover,2009,28,23,16
hertha,2009,28,19,17
bayern munich,2009,29,59,0
schalke 04,2009,29,58,1
leverkusen,2009,29,53,2
dortmund,2009,29,52,3
werder bremen,2009,29,48,4
hamburg,2009,29,45,5
stuttgart,2009,29,44,6
ein frankfurt,2009,29,44,7
wolfsburg,2009,29,43,8
mainz,2009,29,38,9
hoffenheim,2009,29,34,10
m'gladbach,2009,29,34,11
fc koln,2009,29,31,12
bochum,2009,29,28,13
nurnberg,2009,29,28,14
freiburg,2009,29,25,15
hannover,2009,29,24,16
hertha,2009,29,22,17
bayern munich,2009,30,60,0
schalke 04,2009,30,58,1
leverkusen,2009,30,54,2
dortmund,2009,30,52,3
werder bremen,2009,30,51,4
hamburg,2009,30,48,5
stuttgart,2009,30,47,6
wolfsburg,2009,30,46,7
ein frankfurt,2009,30,44,8
mainz,2009,30,41,9
m'gladbach,2009,30,37,10
hoffenheim,2009,30,34,11
fc koln,2009,30,34,12
bochum,2009,30,28,13
nurnberg,2009,30,28,14
hannover,2009,30,27,15
freiburg,2009,30,25,16
hertha,2009,30,22,17
bayern munich,2009,31,63,0
schalke 04,2009,31,61,1
leverkusen,2009,31,54,2
werder bremen,2009,31,54,3
dortmund,2009,31,53,4
stuttgart,2009,31,50,5
hamburg,2009,31,48,6
wolfsburg,2009,31,46,7
ein frankfurt,2009,31,45,8
mainz,2009,31,44,9
fc koln,2009,31,37,10
m'gladbach,2009,31,37,11
hoffenheim,2009,31,35,12
freiburg,2009,31,28,13
bochum,2009,31,28,14
nurnberg,2009,31,28,15
hannover,2009,31,27,16
hertha,2009,31,23,17
bayern munich,2009,32,64,0
schalke 04,2009,32,64,1
leverkusen,2009,32,57,2
werder bremen,2009,32,57,3
dortmund,2009,32,56,4
stuttgart,2009,32,53,5
hamburg,2009,32,48,6
wolfsburg,2009,32,46,7
ein frankfurt,2009,32,46,8
mainz,2009,32,45,9
hoffenheim,2009,32,38,10
m'gladbach,2009,32,38,11
fc koln,2009,32,37,12
freiburg,2009,32,31,13
bochum,2009,32,28,14
nurnberg,2009,32,28,15
hannover,2009,32,27,16
hertha,2009,32,23,17
bayern munich,2009,33,67,0
schalke 04,2009,33,64,1
werder bremen,2009,33,60,2
leverkusen,2009,33,58,3
dortmund,2009,33,57,4
stuttgart,2009,33,54,5
hamburg,2009,33,51,6
wolfsburg,2009,33,47,7
ein frankfurt,2009,33,46,8
mainz,2009,33,46,9
hoffenheim,2009,33,41,10
m'gladbach,2009,33,38,11
fc koln,2009,33,38,12
freiburg,2009,33,32,13
hannover,2009,33,30,14
bochum,2009,33,28,15
nurnberg,2009,33,28,16
hertha,2009,33,24,17
bayern munich,2009,34,70,0
schalke 04,2009,34,65,1
werder bremen,2009,34,61,2
leverkusen,2009,34,59,3
dortmund,2009,34,57,4
stuttgart,2009,34,55,5
hamburg,2009,34,52,6
wolfsburg,2009,34,50,7
mainz,2009,34,47,8
ein frankfurt,2009,34,46,9
hoffenheim,2009,34,42,10
m'gladbach,2009,34,39,11
fc koln,2009,34,38,12
freiburg,2009,34,35,13
hannover,2009,34,33,14
nurnberg,2009,34,31,15
bochum,2009,34,28,16
hertha,2009,34,24,17
ein frankfurt,2010,0,0,0
bayern munich,2010,0,0,1
fc koln,2010,0,0,2
kaiserslautern,2010,0,0,3
freiburg,2010,0,0,4
st pauli,2010,0,0,5
hamburg,2010,0,0,6
schalke 04,2010,0,0,7
hannover,2010,0,0,8
wolfsburg,2010,0,0,9
hoffenheim,2010,0,0,10
werder bremen,2010,0,0,11
m'gladbach,2010,0,0,12
nurnberg,2010,0,0,13
dortmund,2010,0,0,14
leverkusen,2010,0,0,15
mainz,2010,0,0,16
stuttgart,2010,0,0,17
bayern munich,2010,1,3,0
kaiserslautern,2010,1,3,1
st pauli,2010,1,3,2
hamburg,2010,1,3,3
hannover,2010,1,3,4
hoffenheim,2010,1,3,5
leverkusen,2010,1,3,6
mainz,2010,1,3,7
m'gladbach,2010,1,1,8
nurnberg,2010,1,1,9
fc koln,2010,1,0,10
werder bremen,2010,1,0,11
stuttgart,2010,1,0,12
schalke 04,2010,1,0,13
dortmund,2010,1,0,14
freiburg,2010,1,0,15
wolfsburg,2010,1,0,16
ein frankfurt,2010,1,0,17
hoffenheim,2010,2,6,0
mainz,2010,2,6,1
kaiserslautern,2010,2,6,2
hannover,2010,2,6,3
hamburg,2010,2,6,4
m'gladbach,2010,2,4,5
st pauli,2010,2,3,6
freiburg,2010,2,3,7
werder bremen,2010,2,3,8
leverkusen,2010,2,3,9
dortmund,2010,2,3,10
bayern munich,2010,2,3,11
nurnberg,2010,2,1,12
wolfsburg,2010,2,0,13
fc koln,2010,2,0,14
schalke 04,2010,2,0,15
stuttgart,2010,2,0,16
ein frankfurt,2010,2,0,17
mainz,2010,3,9,0
hoffenheim,2010,3,9,1
hannover,2010,3,7,2
hamburg,2010,3,7,3
freiburg,2010,3,6,4
kaiserslautern,2010,3,6,5
dortmund,2010,3,6,6
leverkusen,2010,3,4,7
werder bremen,2010,3,4,8
m'gladbach,2010,3,4,9
bayern munich,2010,3,4,10
st pauli,2010,3,3,11
ein frankfurt,2010,3,3,12
fc koln,2010,3,3,13
nurnberg,2010,3,2,14
wolfsburg,2010,3,0,15
schalke 04,2010,3,0,16
stuttgart,2010,3,0,17
mainz,2010,4,12,0
hoffenheim,2010,4,10,1
freiburg,2010,4,9,2
dortmund,2010,4,9,3
hamburg,2010,4,8,4
kaiserslautern,2010,4,7,5
hannover,2010,4,7,6
bayern munich,2010,4,5,7
leverkusen,2010,4,5,8
werder bremen,2010,4,4,9
fc koln,2010,4,4,10
m'gladbach,2010,4,4,11
st pauli,2010,4,4,12
nurnberg,2010,4,3,13
wolfsburg,2010,4,3,14
stuttgart,2010,4,3,15
ein frankfurt,2010,4,3,16
schalke 04,2010,4,0,17
mainz,2010,5,15,0
dortmund,2010,5,12,1
hannover,2010,5,10,2
hoffenheim,2010,5,10,3
freiburg,2010,5,9,4
hamburg,2010,5,8,5
bayern munich,2010,5,8,6
leverkusen,2010,5,8,7
st pauli,2010,5,7,8
kaiserslautern,2010,5,7,9
nurnberg,2010,5,6,10
wolfsburg,2010,5,6,11
werder bremen,2010,5,4,12
fc koln,2010,5,4,13
m'gladbach,2010,5,4,14
schalke 04,2010,5,3,15
stuttgart,2010,5,3,16
ein frankfurt,2010,5,3,17
mainz,2010,6,18,0
dortmund,2010,6,15,1
hannover,2010,6,13,2
leverkusen,2010,6,11,3
hoffenheim,2010,6,11,4
wolfsburg,2010,6,9,5
freiburg,2010,6,9,6
hamburg,2010,6,8,7
bayern munich,2010,6,8,8
st pauli,2010,6,7,9
kaiserslautern,2010,6,7,10
werder bremen,2010,6,7,11
ein frankfurt,2010,6,6,12
nurnberg,2010,6,6,13
m'gladbach,2010,6,5,14
fc koln,2010,6,5,15
schalke 04,2010,6,4,16
stuttgart,2010,6,3,17
mainz,2010,7,21,0
dortmund,2010,7,18,1
hannover,2010,7,13,2
leverkusen,2010,7,12,3
freiburg,2010,7,12,4
hamburg,2010,7,11,5
hoffenheim,2010,7,11,6
st pauli,2010,7,10,7
wolfsburg,2010,7,10,8
ein frankfurt,2010,7,9,9
nurnberg,2010,7,9,10
werder bremen,2010,7,8,11
bayern munich,2010,7,8,12
kaiserslautern,2010,7,7,13
m'gladbach,2010,7,6,14
fc koln,2010,7,5,15
schalke 04,2010,7,4,16
stuttgart,2010,7,3,17
mainz,2010,8,21,0
dortmund,2010,8,21,1
leverkusen,2010,8,15,2
hamburg,2010,8,14,3
hoffenheim,2010,8,14,4
st pauli,2010,8,13,5
hannover,2010,8,13,6
freiburg,2010,8,12,7
ein frankfurt,2010,8,12,8
werder bremen,2010,8,11,9
bayern munich,2010,8,11,10
wolfsburg,2010,8,10,11
nurnberg,2010,8,9,12
kaiserslautern,2010,8,7,13
m'gladbach,2010,8,6,14
schalke 04,2010,8,5,15
fc koln,2010,8,5,16
stuttgart,2010,8,4,17
mainz,2010,9,24,0
dortmund,2010,9,22,1
hannover,2010,9,16,2
leverkusen,2010,9,15,3
freiburg,2010,9,15,4
hamburg,2010,9,15,5
hoffenheim,2010,9,15,6
werder bremen,2010,9,14,7
ein frankfurt,2010,9,13,8
st pauli,2010,9,13,9
bayern munich,2010,9,12,10
nurnberg,2010,9,12,11
wolfsburg,2010,9,10,12
kaiserslautern,2010,9,7,13
stuttgart,2010,9,7,14
m'gladbach,2010,9,6,15
schalke 04,2010,9,6,16
fc koln,2010,9,5,17
dortmund,2010,10,25,0
mainz,2010,10,24,1
leverkusen,2010,10,18,2
hoffenheim,2010,10,18,3
hannover,2010,10,16,4
ein frankfurt,2010,10,16,5
hamburg,2010,10,15,6
bayern munich,2010,10,15,7
nurnberg,2010,10,15,8
freiburg,2010,10,15,9
werder bremen,2010,10,14,10
wolfsburg,2010,10,13,11
st pauli,2010,10,13,12
kaiserslautern,2010,10,10,13
fc koln,2010,10,8,14
stuttgart,2010,10,7,15
schalke 04,2010,10,6,16
m'gladbach,2010,10,6,17
dortmund,2010,11,28,0
mainz,2010,11,24,1
leverkusen,2010,11,21,2
ein frankfurt,2010,11,19,3
freiburg,2010,11,18,4
hamburg,2010,11,18,5
nurnberg,2010,11,18,6
hoffenheim,2010,11,18,7
bayern munich,2010,11,16,8
hannover,2010,11,16,9
werder bremen,2010,11,14,10
wolfsburg,2010,11,13,11
st pauli,2010,11,13,12
kaiserslautern,2010,11,10,13
stuttgart,2010,11,10,14
schalke 04,2010,11,9,15
fc koln,2010,11,8,16
m'gladbach,2010,11,7,17
dortmund,2010,12,31,0
mainz,2010,12,24,1
leverkusen,2010,12,24,2
freiburg,2010,12,21,3
ein frankfurt,2010,12,20,4
bayern munich,2010,12,19,5
hannover,2010,12,19,6
hamburg,2010,12,18,7
hoffenheim,2010,12,18,8
nurnberg,2010,12,18,9
werder bremen,2010,12,15,10
wolfsburg,2010,12,14,11
st pauli,2010,12,13,12
stuttgart,2010,12,11,13
kaiserslautern,2010,12,11,14
schalke 04,2010,12,10,15
m'gladbach,2010,12,10,16
fc koln,2010,12,8,17
dortmund,2010,13,34,0
mainz,2010,13,27,1
leverkusen,2010,13,25,2
hannover,2010,13,22,3
freiburg,2010,13,21,4
hoffenheim,2010,13,21,5
ein frankfurt,2010,13,20,6
bayern munich,2010,13,20,7
hamburg,2010,13,18,8
nurnberg,2010,13,18,9
wolfsburg,2010,13,15,10
werder bremen,2010,13,15,11
st pauli,2010,13,14,12
kaiserslautern,2010,13,14,13
schalke 04,2010,13,13,14
fc koln,2010,13,11,15
stuttgart,2010,13,11,16
m'gladbach,2010,13,10,17
dortmund,2010,14,37,0
mainz,2010,14,30,1
leverkusen,2010,14,26,2
hannover,2010,14,25,3
bayern munich,2010,14,23,4
hoffenheim,2010,14,22,5
freiburg,2010,14,21,6
hamburg,2010,14,21,7
ein frankfurt,2010,14,20,8
nurnberg,2010,14,18,9
werder bremen,2010,14,18,10
kaiserslautern,2010,14,17,11
wolfsburg,2010,14,16,12
st pauli,2010,14,14,13
schalke 04,2010,14,13,14
fc koln,2010,14,12,15
stuttgart,2010,14,11,16
m'gladbach,2010,14,10,17
dortmund,2010,15,40,0
mainz,2010,15,30,1
leverkusen,2010,15,29,2
hannover,2010,15,28,3
freiburg,2010,15,24,4
bayern munich,2010,15,23,5
hoffenheim,2010,15,23,6
ein frankfurt,2010,15,23,7
hamburg,2010,15,21,8
werder bremen,2010,15,19,9
nurnberg,2010,15,18,10
wolfsburg,2010,15,17,11
st pauli,2010,15,17,12
kaiserslautern,2010,15,17,13
schalke 04,2010,15,16,14
fc koln,2010,15,12,15
stuttgart,2010,15,12,16
m'gladbach,2010,15,10,17
dortmund,2010,16,43,0
leverkusen,2010,16,32,1
hannover,2010,16,31,2
mainz,2010,16,30,3
freiburg,2010,16,27,4
bayern munich,2010,16,26,5
hoffenheim,2010,16,24,6
ein frankfurt,2010,16,23,7
hamburg,2010,16,21,8
nurnberg,2010,16,19,9
schalke 04,2010,16,19,10
werder bremen,2010,16,19,11
wolfsburg,2010,16,18,12
kaiserslautern,2010,16,18,13
st pauli,2010,16,17,14
fc koln,2010,16,15,15
stuttgart,2010,16,12,16
m'gladbach,2010,16,10,17
dortmund,2010,17,43,0
mainz,2010,17,33,1
leverkusen,2010,17,33,2
hannover,2010,17,31,3
bayern munich,2010,17,29,4
freiburg,2010,17,28,5
ein frankfurt,2010,17,26,6
hoffenheim,2010,17,25,7
hamburg,2010,17,24,8
nurnberg,2010,17,22,9
schalke 04,2010,17,22,10
kaiserslautern,2010,17,21,11
wolfsburg,2010,17,19,12
werder bremen,2010,17,19,13
st pauli,2010,17,17,14
fc koln,2010,17,15,15
stuttgart,2010,17,12,16
m'gladbach,2010,17,10,17
dortmund,2010,18,46,0
hannover,2010,18,34,1
mainz,2010,18,33,2
leverkusen,2010,18,33,3
bayern munich,2010,18,30,4
freiburg,2010,18,29,5
hamburg,2010,18,27,6
ein frankfurt,2010,18,26,7
hoffenheim,2010,18,25,8
kaiserslautern,2010,18,22,9
nurnberg,2010,18,22,10
schalke 04,2010,18,22,11
werder bremen,2010,18,22,12
wolfsburg,2010,18,20,13
st pauli,2010,18,18,14
fc koln,2010,18,16,15
stuttgart,2010,18,15,16
m'gladbach,2010,18,13,17
dortmund,2010,19,47,0
leverkusen,2010,19,36,1
hannover,2010,19,34,2
mainz,2010,19,33,3
bayern munich,2010,19,33,4
freiburg,2010,19,30,5
hamburg,2010,19,30,6
hoffenheim,2010,19,26,7
ein frankfurt,2010,19,26,8
schalke 04,2010,19,25,9
nurnberg,2010,19,23,10
wolfsburg,2010,19,23,11
kaiserslautern,2010,19,22,12
werder bremen,2010,19,22,13
fc koln,2010,19,19,14
st pauli,2010,19,19,15
stuttgart,2010,19,16,16
m'gladbach,2010,19,13,17
dortmund,2010,20,50,0
leverkusen,2010,20,39,1
mainz,2010,20,36,2
bayern munich,2010,20,36,3
hannover,2010,20,34,4
freiburg,2010,20,33,5
hamburg,2010,20,30,6
hoffenheim,2010,20,29,7
ein frankfurt,2010,20,26,8
nurnberg,2010,20,26,9
schalke 04,2010,20,25,10
wolfsburg,2010,20,23,11
werder bremen,2010,20,22,12
st pauli,2010,20,22,13
kaiserslautern,2010,20,22,14
fc koln,2010,20,19,15
stuttgart,2010,20,16,16
m'gladbach,2010,20,16,17
dortmund,2010,21,51,0
leverkusen,2010,21,39,1
hannover,2010,21,37,2
mainz,2010,21,37,3
bayern munich,2010,21,36,4
freiburg,2010,21,34,5
hamburg,2010,21,33,6
hoffenheim,2010,21,32,7
nurnberg,2010,21,29,8
ein frankfurt,2010,21,27,9
schalke 04,2010,21,26,10
st pauli,2010,21,25,11
wolfsburg,2010,21,23,12
werder bremen,2010,21,23,13
kaiserslautern,2010,21,22,14
fc koln,2010,21,22,15
stuttgart,2010,21,19,16
m'gladbach,2010,21,16,17
dortmund,2010,22,52,0
leverkusen,2010,22,42,1
bayern munich,2010,22,39,2
hannover,2010,22,38,3
mainz,2010,22,37,4
freiburg,2010,22,34,5
hamburg,2010,22,33,6
hoffenheim,2010,22,32,7
nurnberg,2010,22,32,8
schalke 04,2010,22,29,9
st pauli,2010,22,28,10
ein frankfurt,2010,22,27,11
fc koln,2010,22,25,12
werder bremen,2010,22,24,13
wolfsburg,2010,22,23,14
kaiserslautern,2010,22,23,15
stuttgart,2010,22,19,16
m'gladbach,2010,22,16,17
dortmund,2010,23,55,0
leverkusen,2010,23,45,1
bayern munich,2010,23,42,2
hannover,2010,23,41,3
freiburg,2010,23,37,4
mainz,2010,23,37,5
hamburg,2010,23,36,6
nurnberg,2010,23,35,7
hoffenheim,2010,23,33,8
schalke 04,2010,23,29,9
st pauli,2010,23,28,10
ein frankfurt,2010,23,27,11
fc koln,2010,23,26,12
werder bremen,2010,23,24,13
wolfsburg,2010,23,23,14
kaiserslautern,2010,23,23,15
stuttgart,2010,23,19,16
m'gladbach,2010,23,19,17
dortmund,2010,24,58,0
leverkusen,2010,24,46,1
hannover,2010,24,44,2
bayern munich,2010,24,42,3
mainz,2010,24,40,4
freiburg,2010,24,37,5
hamburg,2010,24,37,6
nurnberg,2010,24,36,7
hoffenheim,2010,24,33,8
schalke 04,2010,24,30,9
fc koln,2010,24,29,10
st pauli,2010,24,28,11
ein frankfurt,2010,24,27,12
wolfsburg,2010,24,26,13
werder bremen,2010,24,25,14
kaiserslautern,2010,24,24,15
stuttgart,2010,24,22,16
m'gladbach,2010,24,19,17
dortmund,2010,25,61,0
leverkusen,2010,25,49,1
hannover,2010,25,47,2
mainz,2010,25,43,3
bayern munich,2010,25,42,4
nurnberg,2010,25,39,5
freiburg,2010,25,37,6
hamburg,2010,25,37,7
hoffenheim,2010,25,33,8
schalke 04,2010,25,30,9
fc koln,2010,25,29,10
werder bremen,2010,25,28,11
ein frankfurt,2010,25,28,12
st pauli,2010,25,28,13
wolfsburg,2010,25,26,14
kaiserslautern,2010,25,25,15
stuttgart,2010,25,25,16
m'gladbach,2010,25,22,17
dortmund,2010,26,61,0
leverkusen,2010,26,52,1
hannover,2010,26,47,2
bayern munich,2010,26,45,3
mainz,2010,26,43,4
nurnberg,2010,26,42,5
freiburg,2010,26,37,6
hamburg,2010,26,37,7
hoffenheim,2010,26,36,8
schalke 04,2010,26,33,9
fc koln,2010,26,32,10
werder bremen,2010,26,29,11
stuttgart,2010,26,28,12
kaiserslautern,2010,26,28,13
ein frankfurt,2010,26,28,14
st pauli,2010,26,28,15
wolfsburg,2010,26,26,16
m'gladbach,2010,26,23,17
dortmund,2010,27,62,0
leverkusen,2010,27,55,1
hannover,2010,27,50,2
bayern munich,2010,27,48,3
mainz,2010,27,44,4
nurnberg,2010,27,42,5
hamburg,2010,27,40,6
freiburg,2010,27,37,7
hoffenheim,2010,27,36,8
schalke 04,2010,27,33,9
fc koln,2010,27,32,10
werder bremen,2010,27,32,11
ein frankfurt,2010,27,31,12
kaiserslautern,2010,27,31,13
stuttgart,2010,27,29,14
st pauli,2010,27,28,15
wolfsburg,2010,27,27,16
m'gladbach,2010,27,23,17
dortmund,2010,28,65,0
leverkusen,2010,28,58,1
bayern munich,2010,28,51,2
hannover,2010,28,50,3
mainz,2010,28,45,4
nurnberg,2010,28,42,5
hamburg,2010,28,41,6
freiburg,2010,28,38,7
hoffenheim,2010,28,37,8
schalke 04,2010,28,36,9
fc koln,2010,28,35,10
werder bremen,2010,28,33,11
ein frankfurt,2010,28,32,12
kaiserslautern,2010,28,31,13
stuttgart,2010,28,30,14
wolfsburg,2010,28,28,15
st pauli,2010,28,28,16
m'gladbach,2010,28,23,17
dortmund,2010,29,66,0
leverkusen,2010,29,61,1
hannover,2010,29,53,2
bayern munich,2010,29,52,3
mainz,2010,29,45,4
nurnberg,2010,29,43,5
hamburg,2010,29,42,6
freiburg,2010,29,41,7
schalke 04,2010,29,39,8
hoffenheim,2010,29,37,9
fc koln,2010,29,35,10
kaiserslautern,2010,29,34,11
werder bremen,2010,29,34,12
ein frankfurt,2010,29,33,13
stuttgart,2010,29,30,14
wolfsburg,2010,29,28,15
st pauli,2010,29,28,16
m'gladbach,2010,29,26,17
dortmund,2010,30,69,0
leverkusen,2010,30,61,1
bayern munich,2010,30,55,2
hannover,2010,30,54,3
mainz,2010,30,48,4
nurnberg,2010,30,46,5
hamburg,2010,30,43,6
freiburg,2010,30,41,7
hoffenheim,2010,30,40,8
schalke 04,2010,30,40,9
fc koln,2010,30,35,10
werder bremen,2010,30,35,11
kaiserslautern,2010,30,34,12
stuttgart,2010,30,33,13
ein frankfurt,2010,30,33,14
wolfsburg,2010,30,29,15
st pauli,2010,30,29,16
m'gladbach,2010,30,26,17
dortmund,2010,31,69,0
leverkusen,2010,31,64,1
hannover,2010,31,57,2
bayern munich,2010,31,56,3
mainz,2010,31,49,4
nurnberg,2010,31,47,5
hamburg,2010,31,43,6
freiburg,2010,31,41,7
hoffenheim,2010,31,40,8
schalke 04,2010,31,40,9
werder bremen,2010,31,38,10
kaiserslautern,2010,31,37,11
stuttgart,2010,31,36,12
fc koln,2010,31,35,13
ein frankfurt,2010,31,34,14
wolfsburg,2010,31,32,15
st pauli,2010,31,29,16
m'gladbach,2010,31,29,17
dortmund,2010,32,72,0
leverkusen,2010,32,64,1
bayern munich,2010,32,59,2
hannover,2010,32,57,3
mainz,2010,32,52,4
nurnberg,2010,32,47,5
freiburg,2010,32,44,6
hamburg,2010,32,43,7
hoffenheim,2010,32,40,8
kaiserslautern,2010,32,40,9
schalke 04,2010,32,40,10
stuttgart,2010,32,39,11
fc koln,2010,32,38,12
werder bremen,2010,32,38,13
wolfsburg,2010,32,35,14
ein frankfurt,2010,32,34,15
m'gladbach,2010,32,32,16
st pauli,2010,32,29,17
dortmund,2010,33,72,0
leverkusen,2010,33,65,1
bayern munich,2010,33,62,2
hannover,2010,33,57,3
mainz,2010,33,55,4
nurnberg,2010,33,47,5
freiburg,2010,33,44,6
hamburg,2010,33,44,7
hoffenheim,2010,33,43,8
kaiserslautern,2010,33,43,9
stuttgart,2010,33,42,10
fc koln,2010,33,41,11
werder bremen,2010,33,41,12
schalke 04,2010,33,40,13
wolfsburg,2010,33,35,14
m'gladbach,2010,33,35,15
ein frankfurt,2010,33,34,16
st pauli,2010,33,29,17
dortmund,2010,34,75,0
leverkusen,2010,34,68,1
bayern munich,2010,34,65,2
hannover,2010,34,60,3
mainz,2010,34,58,4
nurnberg,2010,34,47,5
kaiserslautern,2010,34,46,6
hamburg,2010,34,45,7
fc koln,2010,34,44,8
freiburg,2010,34,44,9
hoffenheim,2010,34,43,10
stuttgart,2010,34,42,11
werder bremen,2010,34,41,12
schalke 04,2010,34,40,13
wolfsburg,2010,34,38,14
m'gladbach,2010,34,36,15
ein frankfurt,2010,34,34,16
st pauli,2010,34,29,17
nurnberg,2011,0,0,0
dortmund,2011,0,0,1
augsburg,2011,0,0,2
freiburg,2011,0,0,3
fc koln,2011,0,0,4
wolfsburg,2011,0,0,5
hannover,2011,0,0,6
hoffenheim,2011,0,0,7
hertha,2011,0,0,8
hamburg,2011,0,0,9
stuttgart,2011,0,0,10
schalke 04,2011,0,0,11
werder bremen,2011,0,0,12
kaiserslautern,2011,0,0,13
bayern munich,2011,0,0,14
m'gladbach,2011,0,0,15
mainz,2011,0,0,16
leverkusen,2011,0,0,17
nurnberg,2011,1,3,0
dortmund,2011,1,3,1
mainz,2011,1,3,2
m'gladbach,2011,1,3,3
werder bremen,2011,1,3,4
wolfsburg,2011,1,3,5
hannover,2011,1,3,6
stuttgart,2011,1,3,7
freiburg,2011,1,1,8
augsburg,2011,1,1,9
hertha,2011,1,0,10
hamburg,2011,1,0,11
hoffenheim,2011,1,0,12
schalke 04,2011,1,0,13
fc koln,2011,1,0,14
kaiserslautern,2011,1,0,15
bayern munich,2011,1,0,16
leverkusen,2011,1,0,17
mainz,2011,2,6,0
hannover,2011,2,6,1
m'gladbach,2011,2,4,2
stuttgart,2011,2,4,3
nurnberg,2011,2,3,4
hoffenheim,2011,2,3,5
dortmund,2011,2,3,6
bayern munich,2011,2,3,7
werder bremen,2011,2,3,8
schalke 04,2011,2,3,9
wolfsburg,2011,2,3,10
leverkusen,2011,2,3,11
augsburg,2011,2,2,12
hamburg,2011,2,1,13
hertha,2011,2,1,14
kaiserslautern,2011,2,1,15
freiburg,2011,2,1,16
fc koln,2011,2,0,17
m'gladbach,2011,3,7,0
hannover,2011,3,7,1
dortmund,2011,3,6,2
mainz,2011,3,6,3
bayern munich,2011,3,6,4
schalke 04,2011,3,6,5
leverkusen,2011,3,6,6
hoffenheim,2011,3,6,7
werder bremen,2011,3,6,8
stuttgart,2011,3,4,9
wolfsburg,2011,3,3,10
nurnberg,2011,3,3,11
hertha,2011,3,2,12
kaiserslautern,2011,3,2,13
augsburg,2011,3,2,14
