team,year,day,points,position
celtic,1999,26,50,1
hearts,1999,26,39,2
motherwell,1999,26,36,3
dundee united,1999,26,33,4
hibernian,1999,26,33,5
st johnstone,1999,26,29,6
dundee,1999,26,27,7
aberdeen,1999,26,23,8
kilmarnock,1999,26,22,9
rangers,1999,27,66,0
celtic,1999,27,53,1
hearts,1999,27,40,2
motherwell,1999,27,39,3
dundee united,1999,27,33,4
hibernian,1999,27,33,5
st johnstone,1999,27,30,6
dundee,1999,27,27,7
kilmarnock,1999,27,25,8
aberdeen,1999,27,24,9
rangers,1999,28,69,0
celtic,1999,28,56,1
hearts,1999,28,41,2
motherwell,1999,28,39,3
dundee united,1999,28,33,4
st johnstone,1999,28,33,5
hibernian,1999,28,33,6
dundee,1999,28,28,7
kilmarnock,1999,28,25,8
aberdeen,1999,28,24,9
rangers,1999,29,72,0
celtic,1999,29,56,1
hearts,1999,29,44,2
motherwell,1999,29,39,3
hibernian,1999,29,36,4
dundee united,1999,29,33,5
st johnstone,1999,29,33,6
dundee,1999,29,31,7
kilmarnock,1999,29,28,8
aberdeen,1999,29,24,9
rangers,1999,30,75,0
celtic,1999,30,57,1
hearts,1999,30,44,2
motherwell,1999,30,42,3
hibernian,1999,30,37,4
dundee united,1999,30,36,5
st johnstone,1999,30,34,6
dundee,1999,30,32,7
kilmarnock,1999,30,31,8
aberdeen,1999,30,24,9
rangers,1999,31,78,0
celtic,1999,31,58,1
hearts,1999,31,47,2
motherwell,1999,31,42,3
dundee united,1999,31,39,4
hibernian,1999,31,38,5
dundee,1999,31,35,6
st johnstone,1999,31,34,7
kilmarnock,1999,31,31,8
aberdeen,1999,31,27,9
rangers,1999,32,81,0
celtic,1999,32,59,1
hearts,1999,32,47,2
motherwell,1999,32,42,3
hibernian,1999,32,41,4
dundee united,1999,32,39,5
st johnstone,1999,32,37,6
dundee,1999,32,35,7
kilmarnock,1999,32,34,8
aberdeen,1999,32,27,9
rangers,1999,33,84,0
celtic,1999,33,62,1
hearts,1999,33,50,2
motherwell,1999,33,43,3
hibernian,1999,33,41,4
st johnstone,1999,33,40,5
dundee united,1999,33,39,6
dundee,1999,33,35,7
kilmarnock,1999,33,34,8
aberdeen,1999,33,27,9
rangers,1999,34,87,0
celtic,1999,34,65,1
hearts,1999,34,51,2
motherwell,1999,34,46,3
st johnstone,1999,34,41,4
hibernian,1999,34,41,5
dundee united,1999,34,39,6
dundee,1999,34,38,7
kilmarnock,1999,34,34,8
aberdeen,1999,34,27,9
rangers,1999,35,90,0
celtic,1999,35,66,1
hearts,1999,35,51,2
motherwell,1999,35,49,3
st johnstone,1999,35,42,4
hibernian,1999,35,41,5
dundee,1999,35,41,6
dundee united,1999,35,39,7
kilmarnock,1999,35,34,8
aberdeen,1999,35,30,9
rangers,1999,36,90,0
celtic,1999,36,69,1
hearts,1999,36,54,2
motherwell,1999,36,52,3
st johnstone,1999,36,42,4
hibernian,1999,36,41,5
dundee,1999,36,41,6
dundee united,1999,36,39,7
kilmarnock,1999,36,37,8
aberdeen,1999,36,33,9
st mirren,2000,0,0,0
dunfermline,2000,0,0,1
motherwell,2000,0,0,2
dundee,2000,0,0,3
rangers,2000,0,0,4
st johnstone,2000,0,0,5
aberdeen,2000,0,0,6
kilmarnock,2000,0,0,7
dundee united,2000,0,0,8
celtic,2000,0,0,9
hearts,2000,0,0,10
hibernian,2000,0,0,11
dundee,2000,1,3,0
rangers,2000,1,3,1
celtic,2000,1,3,2
kilmarnock,2000,1,3,3
dunfermline,2000,1,1,4
hibernian,2000,1,1,5
aberdeen,2000,1,1,6
hearts,2000,1,1,7
dundee united,2000,1,0,8
st johnstone,2000,1,0,9
motherwell,2000,1,0,10
st mirren,2000,1,0,11
dundee,2000,2,6,0
rangers,2000,2,6,1
celtic,2000,2,6,2
hibernian,2000,2,4,3
aberdeen,2000,2,4,4
kilmarnock,2000,2,3,5
hearts,2000,2,2,6
st johnstone,2000,2,1,7
dunfermline,2000,2,1,8
dundee united,2000,2,0,9
motherwell,2000,2,0,10
st mirren,2000,2,0,11
rangers,2000,3,9,0
celtic,2000,3,9,1
hibernian,2000,3,7,2
dundee,2000,3,6,3
aberdeen,2000,3,5,4
hearts,2000,3,3,5
kilmarnock,2000,3,3,6
st johnstone,2000,3,2,7
dunfermline,2000,3,2,8
dundee united,2000,3,1,9
motherwell,2000,3,1,10
st mirren,2000,3,0,11
celtic,2000,4,12,0
rangers,2000,4,12,1
hibernian,2000,4,10,2
dundee,2000,4,6,3
dunfermline,2000,4,5,4
st johnstone,2000,4,5,5
aberdeen,2000,4,5,6
kilmarnock,2000,4,3,7
hearts,2000,4,3,8
st mirren,2000,4,3,9
dundee united,2000,4,1,10
motherwell,2000,4,1,11
celtic,2000,5,15,0
hibernian,2000,5,13,1
rangers,2000,5,12,2
dundee,2000,5,7,3
st johnstone,2000,5,6,4
aberdeen,2000,5,6,5
kilmarnock,2000,5,6,6
dunfermline,2000,5,5,7
hearts,2000,5,4,8
st mirren,2000,5,3,9
dundee united,2000,5,1,10
motherwell,2000,5,1,11
celtic,2000,6,18,0
hibernian,2000,6,16,1
rangers,2000,6,13,2
dundee,2000,6,8,3
dunfermline,2000,6,8,4
st johnstone,2000,6,7,5
aberdeen,2000,6,7,6
kilmarnock,2000,6,7,7
hearts,2000,6,7,8
st mirren,2000,6,3,9
motherwell,2000,6,2,10
dundee united,2000,6,1,11
celtic,2000,7,21,0
hibernian,2000,7,16,1
rangers,2000,7,16,2
kilmarnock,2000,7,10,3
dundee,2000,7,9,4
st johnstone,2000,7,8,5
dunfermline,2000,7,8,6
aberdeen,2000,7,7,7
hearts,2000,7,7,8
motherwell,2000,7,5,9
st mirren,2000,7,4,10
dundee united,2000,7,2,11
celtic,2000,8,24,0
hibernian,2000,8,19,1
rangers,2000,8,19,2
kilmarnock,2000,8,13,3
dundee,2000,8,12,4
st johnstone,2000,8,11,5
hearts,2000,8,10,6
aberdeen,2000,8,10,7
dunfermline,2000,8,8,8
motherwell,2000,8,5,9
st mirren,2000,8,4,10
dundee united,2000,8,2,11
celtic,2000,9,25,0
rangers,2000,9,22,1
hibernian,2000,9,20,2
kilmarnock,2000,9,16,3
dundee,2000,9,12,4
st johnstone,2000,9,11,5
aberdeen,2000,9,11,6
hearts,2000,9,10,7
dunfermline,2000,9,9,8
motherwell,2000,9,5,9
st mirren,2000,9,4,10
dundee united,2000,9,2,11
celtic,2000,10,28,0
hibernian,2000,10,23,1
rangers,2000,10,22,2
kilmarnock,2000,10,17,3
hearts,2000,10,13,4
dundee,2000,10,13,5
st johnstone,2000,10,11,6
aberdeen,2000,10,11,7
dunfermline,2000,10,9,8
st mirren,2000,10,7,9
motherwell,2000,10,5,10
dundee united,2000,10,2,11
celtic,2000,11,31,0
hibernian,2000,11,26,1
rangers,2000,11,22,2
kilmarnock,2000,11,20,3
hearts,2000,11,16,4
dundee,2000,11,16,5
aberdeen,2000,11,12,6
st johnstone,2000,11,11,7
dunfermline,2000,11,9,8
motherwell,2000,11,8,9
st mirren,2000,11,7,10
dundee united,2000,11,2,11
celtic,2000,12,34,0
hibernian,2000,12,29,1
kilmarnock,2000,12,23,2
rangers,2000,12,22,3
dundee,2000,12,16,4
hearts,2000,12,16,5
st johnstone,2000,12,14,6
aberdeen,2000,12,12,7
motherwell,2000,12,11,8
dunfermline,2000,12,10,9
st mirren,2000,12,7,10
dundee united,2000,12,2,11
celtic,2000,13,35,0
hibernian,2000,13,32,1
kilmarnock,2000,13,26,2
rangers,2000,13,25,3
st johnstone,2000,13,17,4
hearts,2000,13,16,5
dundee,2000,13,16,6
dunfermline,2000,13,13,7
aberdeen,2000,13,12,8
motherwell,2000,13,12,9
st mirren,2000,13,10,10
dundee united,2000,13,2,11
celtic,2000,14,38,0
hibernian,2000,14,35,1
rangers,2000,14,28,2
kilmarnock,2000,14,26,3
hearts,2000,14,19,4
st johnstone,2000,14,17,5
dundee,2000,14,16,6
dunfermline,2000,14,16,7
motherwell,2000,14,15,8
aberdeen,2000,14,12,9
st mirren,2000,14,10,10
dundee united,2000,14,2,11
celtic,2000,15,41,0
hibernian,2000,15,36,1
rangers,2000,15,29,2
kilmarnock,2000,15,27,3
hearts,2000,15,22,4
dundee,2000,15,19,5
motherwell,2000,15,18,6
st johnstone,2000,15,17,7
dunfermline,2000,15,16,8
aberdeen,2000,15,15,9
st mirren,2000,15,10,10
dundee united,2000,15,2,11
celtic,2000,16,44,0
hibernian,2000,16,36,1
rangers,2000,16,32,2
kilmarnock,2000,16,30,3
dundee,2000,16,22,4
hearts,2000,16,22,5
st johnstone,2000,16,20,6
motherwell,2000,16,18,7
dunfermline,2000,16,17,8
aberdeen,2000,16,16,9
st mirren,2000,16,10,10
dundee united,2000,16,2,11
celtic,2000,17,44,0
hibernian,2000,17,37,1
rangers,2000,17,35,2
kilmarnock,2000,17,30,3
hearts,2000,17,25,4
st johnstone,2000,17,23,5
dundee,2000,17,22,6
motherwell,2000,17,19,7
aberdeen,2000,17,17,8
dunfermline,2000,17,17,9
st mirren,2000,17,11,10
dundee united,2000,17,5,11
celtic,2000,18,45,0
hibernian,2000,18,38,1
rangers,2000,18,38,2
kilmarnock,2000,18,33,3
hearts,2000,18,25,4
st johnstone,2000,18,24,5
dundee,2000,18,23,6
motherwell,2000,18,22,7
dunfermline,2000,18,20,8
aberdeen,2000,18,17,9
st mirren,2000,18,11,10
dundee united,2000,18,5,11
celtic,2000,19,48,0
hibernian,2000,19,41,1
rangers,2000,19,41,2
kilmarnock,2000,19,36,3
st johnstone,2000,19,25,4
hearts,2000,19,25,5
dundee,2000,19,23,6
motherwell,2000,19,22,7
dunfermline,2000,19,20,8
aberdeen,2000,19,17,9
st mirren,2000,19,12,10
dundee united,2000,19,6,11
celtic,2000,20,51,0
hibernian,2000,20,44,1
rangers,2000,20,42,2
kilmarnock,2000,20,36,3
st johnstone,2000,20,28,4
hearts,2000,20,28,5
dundee,2000,20,26,6
motherwell,2000,20,22,7
dunfermline,2000,20,20,8
aberdeen,2000,20,17,9
st mirren,2000,20,12,10
dundee united,2000,20,7,11
celtic,2000,21,54,0
hibernian,2000,21,47,1
rangers,2000,21,45,2
kilmarnock,2000,21,36,3
st johnstone,2000,21,28,4
hearts,2000,21,28,5
dundee,2000,21,27,6
motherwell,2000,21,25,7
dunfermline,2000,21,23,8
aberdeen,2000,21,18,9
st mirren,2000,21,12,10
dundee united,2000,21,7,11
celtic,2000,22,57,0
rangers,2000,22,48,1
hibernian,2000,22,47,2
kilmarnock,2000,22,36,3
hearts,2000,22,31,4
dundee,2000,22,30,5
motherwell,2000,22,28,6
st johnstone,2000,22,28,7
dunfermline,2000,22,26,8
aberdeen,2000,22,18,9
st mirren,2000,22,12,10
dundee united,2000,22,7,11
celtic,2000,23,60,0
rangers,2000,23,51,1
hibernian,2000,23,48,2
kilmarnock,2000,23,39,3
hearts,2000,23,32,4
dundee,2000,23,30,5
dunfermline,2000,23,29,6
motherwell,2000,23,28,7
st johnstone,2000,23,28,8
aberdeen,2000,23,21,9
st mirren,2000,23,12,10
dundee united,2000,23,7,11
celtic,2000,24,63,0
rangers,2000,24,54,1
hibernian,2000,24,51,2
kilmarnock,2000,24,39,3
hearts,2000,24,33,4
dundee,2000,24,30,5
dunfermline,2000,24,30,6
st johnstone,2000,24,29,7
motherwell,2000,24,28,8
aberdeen,2000,24,21,9
st mirren,2000,24,12,10
dundee united,2000,24,10,11
celtic,2000,25,66,0
rangers,2000,25,57,1
hibernian,2000,25,54,2
kilmarnock,2000,25,40,3
hearts,2000,25,33,4
dunfermline,2000,25,31,5
st johnstone,2000,25,30,6
dundee,2000,25,30,7
motherwell,2000,25,29,8
aberdeen,2000,25,24,9
dundee united,2000,25,13,10
st mirren,2000,25,12,11
celtic,2000,26,69,0
rangers,2000,26,57,1
hibernian,2000,26,55,2
kilmarnock,2000,26,40,3
hearts,2000,26,36,4
motherwell,2000,26,32,5
dunfermline,2000,26,31,6
st johnstone,2000,26,31,7
dundee,2000,26,30,8
aberdeen,2000,26,27,9
st mirren,2000,26,15,10
dundee united,2000,26,14,11
celtic,2000,27,72,0
rangers,2000,27,60,1
hibernian,2000,27,58,2
kilmarnock,2000,27,43,3
hearts,2000,27,36,4
dunfermline,2000,27,34,5
motherwell,2000,27,32,6
st johnstone,2000,27,31,7
dundee,2000,27,30,8
aberdeen,2000,27,28,9
st mirren,2000,27,15,10
dundee united,2000,27,14,11
celtic,2000,28,73,0
rangers,2000,28,63,1
hibernian,2000,28,59,2
kilmarnock,2000,28,44,3
hearts,2000,28,39,4
dunfermline,2000,28,37,5
dundee,2000,28,33,6
motherwell,2000,28,32,7
aberdeen,2000,28,31,8
st johnstone,2000,28,31,9
dundee united,2000,28,15,10
st mirren,2000,28,15,11
celtic,2000,29,76,0
rangers,2000,29,63,1
hibernian,2000,29,60,2
kilmarnock,2000,29,45,3
hearts,2000,29,39,4
dunfermline,2000,29,37,5
dundee,2000,29,36,6
motherwell,2000,29,35,7
aberdeen,2000,29,32,8
st johnstone,2000,29,31,9
dundee united,2000,29,18,10
st mirren,2000,29,15,11
celtic,2000,30,79,0
rangers,2000,30,66,1
hibernian,2000,30,60,2
kilmarnock,2000,30,45,3
hearts,2000,30,42,4
dunfermline,2000,30,37,5
dundee,2000,30,37,6
motherwell,2000,30,36,7
aberdeen,2000,30,33,8
st johnstone,2000,30,31,9
dundee united,2000,30,19,10
st mirren,2000,30,15,11
celtic,2000,31,82,0
rangers,2000,31,66,1
hibernian,2000,31,60,2
kilmarnock,2000,31,46,3
hearts,2000,31,43,4
dunfermline,2000,31,40,5
dundee,2000,31,38,6
motherwell,2000,31,36,7
aberdeen,2000,31,33,8
st johnstone,2000,31,32,9
dundee united,2000,31,22,10
st mirren,2000,31,18,11
celtic,2000,32,85,0
rangers,2000,32,67,1
hibernian,2000,32,60,2
kilmarnock,2000,32,49,3
hearts,2000,32,46,4
dunfermline,2000,32,41,5
dundee,2000,32,38,6
aberdeen,2000,32,36,7
motherwell,2000,32,36,8
st johnstone,2000,32,35,9
dundee united,2000,32,22,10
st mirren,2000,32,19,11
celtic,2000,33,88,0
rangers,2000,33,70,1
hibernian,2000,33,61,2
kilmarnock,2000,33,49,3
hearts,2000,33,47,4
dunfermline,2000,33,41,5
dundee,2000,33,41,6
motherwell,2000,33,39,7
aberdeen,2000,33,36,8
st johnstone,2000,33,35,9
dundee united,2000,33,23,10
st mirren,2000,33,19,11
celtic,2000,34,91,0
rangers,2000,34,73,1
hibernian,2000,34,62,2
kilmarnock,2000,34,50,3
hearts,2000,34,47,4
dunfermline,2000,34,41,5
dundee,2000,34,41,6
aberdeen,2000,34,39,7
motherwell,2000,34,39,8
st johnstone,2000,34,38,9
dundee united,2000,34,23,10
st mirren,2000,34,22,11
celtic,2000,35,94,0
rangers,2000,35,73,1
hibernian,2000,35,65,2
kilmarnock,2000,35,51,3
hearts,2000,35,48,4
aberdeen,2000,35,42,5
dunfermline,2000,35,41,6
dundee,2000,35,41,7
motherwell,2000,35,39,8
st johnstone,2000,35,38,9
dundee united,2000,35,26,10
st mirren,2000,35,25,11
celtic,2000,36,97,0
rangers,2000,36,76,1
hibernian,2000,36,65,2
kilmarnock,2000,36,51,3
hearts,2000,36,48,4
aberdeen,2000,36,45,5
dundee,2000,36,44,6
dunfermline,2000,36,41,7
motherwell,2000,36,39,8
st johnstone,2000,36,39,9
dundee united,2000,36,29,10
st mirren,2000,36,26,11
celtic,2000,37,97,0
rangers,2000,37,79,1
hibernian,2000,37,66,2
kilmarnock,2000,37,51,3
hearts,2000,37,49,4
dundee,2000,37,47,5
aberdeen,2000,37,45,6
motherwell,2000,37,42,7
dunfermline,2000,37,41,8
st johnstone,2000,37,39,9
dundee united,2000,37,32,10
st mirren,2000,37,29,11
celtic,2000,38,97,0
rangers,2000,38,82,1
hibernian,2000,38,66,2
kilmarnock,2000,38,54,3
hearts,2000,38,52,4
dundee,2000,38,47,5
aberdeen,2000,38,45,6
motherwell,2000,38,43,7
dunfermline,2000,38,42,8
st johnstone,2000,38,40,9
dundee united,2000,38,35,10
st mirren,2000,38,30,11
dunfermline,2001,0,0,0
aberdeen,2001,0,0,1
celtic,2001,0,0,2
st johnstone,2001,0,0,3
dundee united,2001,0,0,4
dundee,2001,0,0,5
rangers,2001,0,0,6
motherwell,2001,0,0,7
hibernian,2001,0,0,8
kilmarnock,2001,0,0,9
livingston,2001,0,0,10
hearts,2001,0,0,11
dunfermline,2001,1,3,0
celtic,2001,1,3,1
rangers,2001,1,3,2
livingston,2001,1,3,3
dundee united,2001,1,1,4
dundee,2001,1,1,5
hibernian,2001,1,1,6
kilmarnock,2001,1,1,7
st johnstone,2001,1,0,8
aberdeen,2001,1,0,9
motherwell,2001,1,0,10
hearts,2001,1,0,11
dunfermline,2001,2,6,0
celtic,2001,2,6,1
livingston,2001,2,4,2
rangers,2001,2,4,3
dundee,2001,2,4,4
hearts,2001,2,3,5
dundee united,2001,2,2,6
motherwell,2001,2,1,7
hibernian,2001,2,1,8
kilmarnock,2001,2,1,9
st johnstone,2001,2,0,10
aberdeen,2001,2,0,11
celtic,2001,3,9,0
dundee,2001,3,7,1
rangers,2001,3,7,2
dunfermline,2001,3,6,3
dundee united,2001,3,5,4
livingston,2001,3,4,5
hibernian,2001,3,4,6
hearts,2001,3,3,7
motherwell,2001,3,2,8
kilmarnock,2001,3,2,9
st johnstone,2001,3,0,10
aberdeen,2001,3,0,11
celtic,2001,4,10,0
rangers,2001,4,8,1
dundee united,2001,4,8,2
dundee,2001,4,7,3
dunfermline,2001,4,6,4
hearts,2001,4,6,5
hibernian,2001,4,5,6
kilmarnock,2001,4,5,7
livingston,2001,4,5,8
aberdeen,2001,4,3,9
motherwell,2001,4,2,10
st johnstone,2001,4,0,11
celtic,2001,5,13,0
rangers,2001,5,11,1
hearts,2001,5,9,2
kilmarnock,2001,5,8,3
dundee united,2001,5,8,4
dundee,2001,5,7,5
dunfermline,2001,5,6,6
livingston,2001,5,6,7
hibernian,2001,5,5,8
aberdeen,2001,5,4,9
motherwell,2001,5,3,10
st johnstone,2001,5,1,11
celtic,2001,6,16,0
rangers,2001,6,12,1
hearts,2001,6,10,2
livingston,2001,6,9,3
dundee united,2001,6,8,4
dundee,2001,6,8,5
kilmarnock,2001,6,8,6
hibernian,2001,6,8,7
aberdeen,2001,6,7,8
dunfermline,2001,6,6,9
motherwell,2001,6,3,10
st johnstone,2001,6,2,11
celtic,2001,7,19,0
rangers,2001,7,15,1
kilmarnock,2001,7,11,2
hibernian,2001,7,11,3
hearts,2001,7,10,4
livingston,2001,7,10,5
aberdeen,2001,7,10,6
dundee,2001,7,8,7
dundee united,2001,7,8,8
dunfermline,2001,7,6,9
motherwell,2001,7,3,10
st johnstone,2001,7,3,11
celtic,2001,8,22,0
rangers,2001,8,18,1
hibernian,2001,8,14,2
livingston,2001,8,13,3
dundee,2001,8,11,4
kilmarnock,2001,8,11,5
hearts,2001,8,10,6
aberdeen,2001,8,10,7
dundee united,2001,8,8,8
dunfermline,2001,8,6,9
motherwell,2001,8,6,10
st johnstone,2001,8,3,11
celtic,2001,9,25,0
rangers,2001,9,18,1
livingston,2001,9,16,2
kilmarnock,2001,9,14,3
hibernian,2001,9,14,4
aberdeen,2001,9,13,5
dundee united,2001,9,11,6
dundee,2001,9,11,7
hearts,2001,9,10,8
motherwell,2001,9,9,9
dunfermline,2001,9,6,10
st johnstone,2001,9,3,11
celtic,2001,10,28,0
rangers,2001,10,21,1
livingston,2001,10,17,2
aberdeen,2001,10,14,3
kilmarnock,2001,10,14,4
dundee united,2001,10,14,5
hibernian,2001,10,14,6
hearts,2001,10,13,7
dundee,2001,10,11,8
dunfermline,2001,10,9,9
motherwell,2001,10,9,10
st johnstone,2001,10,3,11
celtic,2001,11,31,0
rangers,2001,11,24,1
livingston,2001,11,20,2
hibernian,2001,11,17,3
aberdeen,2001,11,17,4
dundee united,2001,11,14,5
dundee,2001,11,14,6
kilmarnock,2001,11,14,7
hearts,2001,11,13,8
motherwell,2001,11,10,9
dunfermline,2001,11,9,10
st johnstone,2001,11,3,11
celtic,2001,12,34,0
rangers,2001,12,27,1
aberdeen,2001,12,20,2
livingston,2001,12,20,3
dundee,2001,12,17,4
hibernian,2001,12,17,5
dundee united,2001,12,15,6
kilmarnock,2001,12,14,7
hearts,2001,12,13,8
dunfermline,2001,12,12,9
motherwell,2001,12,10,10
st johnstone,2001,12,3,11
celtic,2001,13,37,0
rangers,2001,13,30,1
livingston,2001,13,23,2
aberdeen,2001,13,20,3
dundee,2001,13,18,4
hibernian,2001,13,18,5
dundee united,2001,13,16,6
kilmarnock,2001,13,15,7
motherwell,2001,13,13,8
hearts,2001,13,13,9
dunfermline,2001,13,12,10
st johnstone,2001,13,3,11
celtic,2001,14,40,0
rangers,2001,14,33,1
livingston,2001,14,26,2
aberdeen,2001,14,23,3
dundee,2001,14,18,4
hibernian,2001,14,18,5
dundee united,2001,14,16,6
hearts,2001,14,16,7
kilmarnock,2001,14,15,8
dunfermline,2001,14,15,9
motherwell,2001,14,13,10
st johnstone,2001,14,6,11
celtic,2001,15,43,0
rangers,2001,15,33,1
livingston,2001,15,29,2
aberdeen,2001,15,26,3
dundee united,2001,15,19,4
dundee,2001,15,18,5
kilmarnock,2001,15,18,6
hibernian,2001,15,18,7
hearts,2001,15,16,8
dunfermline,2001,15,15,9
motherwell,2001,15,13,10
st johnstone,2001,15,6,11
celtic,2001,16,46,0
rangers,2001,16,34,1
livingston,2001,16,32,2
aberdeen,2001,16,26,3
dundee united,2001,16,20,4
dundee,2001,16,19,5
kilmarnock,2001,16,18,6
hibernian,2001,16,18,7
hearts,2001,16,17,8
dunfermline,2001,16,16,9
motherwell,2001,16,16,10
st johnstone,2001,16,9,11
celtic,2001,17,49,0
rangers,2001,17,37,1
livingston,2001,17,33,2
aberdeen,2001,17,29,3
kilmarnock,2001,17,21,4
dundee united,2001,17,20,5
dundee,2001,17,20,6
hibernian,2001,17,19,7
hearts,2001,17,18,8
dunfermline,2001,17,17,9
motherwell,2001,17,16,10
st johnstone,2001,17,9,11
celtic,2001,18,52,0
rangers,2001,18,38,1
livingston,2001,18,36,2
aberdeen,2001,18,29,3
kilmarnock,2001,18,24,4
dundee,2001,18,23,5
dundee united,2001,18,21,6
hibernian,2001,18,20,7
hearts,2001,18,18,8
dunfermline,2001,18,17,9
motherwell,2001,18,17,10
st johnstone,2001,18,9,11
celtic,2001,19,52,0
rangers,2001,19,39,1
livingston,2001,19,37,2
aberdeen,2001,19,30,3
kilmarnock,2001,19,24,4
dundee,2001,19,23,5
dundee united,2001,19,22,6
hearts,2001,19,21,7
hibernian,2001,19,20,8
dunfermline,2001,19,20,9
motherwell,2001,19,18,10
st johnstone,2001,19,9,11
celtic,2001,20,55,0
rangers,2001,20,42,1
livingston,2001,20,37,2
aberdeen,2001,20,33,3
kilmarnock,2001,20,27,4
hearts,2001,20,24,5
dundee,2001,20,23,6
dundee united,2001,20,22,7
hibernian,2001,20,21,8
dunfermline,2001,20,21,9
motherwell,2001,20,18,10
st johnstone,2001,20,10,11
celtic,2001,21,58,0
rangers,2001,21,45,1
livingston,2001,21,37,2
aberdeen,2001,21,33,3
kilmarnock,2001,21,28,4
hearts,2001,21,27,5
dundee,2001,21,23,6
dunfermline,2001,21,22,7
dundee united,2001,21,22,8
hibernian,2001,21,21,9
motherwell,2001,21,18,10
st johnstone,2001,21,13,11
celtic,2001,22,61,0
rangers,2001,22,48,1
livingston,2001,22,40,2
aberdeen,2001,22,33,3
kilmarnock,2001,22,31,4
hearts,2001,22,28,5
dundee,2001,22,26,6
dunfermline,2001,22,25,7
dundee united,2001,22,22,8
hibernian,2001,22,22,9
motherwell,2001,22,18,10
st johnstone,2001,22,13,11
celtic,2001,23,64,0
rangers,2001,23,51,1
livingston,2001,23,40,2
aberdeen,2001,23,33,3
hearts,2001,23,31,4
kilmarnock,2001,23,31,5
dunfermline,2001,23,28,6
dundee,2001,23,26,7
dundee united,2001,23,25,8
hibernian,2001,23,22,9
motherwell,2001,23,21,10
st johnstone,2001,23,13,11
celtic,2001,24,67,0
rangers,2001,24,54,1
livingston,2001,24,43,2
hearts,2001,24,34,3
aberdeen,2001,24,33,4
kilmarnock,2001,24,32,5
dunfermline,2001,24,31,6
dundee,2001,24,27,7
dundee united,2001,24,25,8
motherwell,2001,24,24,9
hibernian,2001,24,22,10
st johnstone,2001,24,13,11
celtic,2001,25,70,0
rangers,2001,25,57,1
livingston,2001,25,43,2
aberdeen,2001,25,36,3
hearts,2001,25,34,4
kilmarnock,2001,25,32,5
dunfermline,2001,25,31,6
dundee united,2001,25,28,7
dundee,2001,25,27,8
motherwell,2001,25,24,9
hibernian,2001,25,23,10
st johnstone,2001,25,13,11
celtic,2001,26,73,0
rangers,2001,26,58,1
livingston,2001,26,46,2
aberdeen,2001,26,37,3
hearts,2001,26,34,4
kilmarnock,2001,26,33,5
dunfermline,2001,26,32,6
dundee united,2001,26,31,7
dundee,2001,26,30,8
motherwell,2001,26,27,9
hibernian,2001,26,23,10
st johnstone,2001,26,13,11
celtic,2001,27,74,0
rangers,2001,27,61,1
livingston,2001,27,47,2
aberdeen,2001,27,40,3
kilmarnock,2001,27,36,4
hearts,2001,27,35,5
dunfermline,2001,27,32,6
dundee united,2001,27,31,7
dundee,2001,27,31,8
motherwell,2001,27,27,9
hibernian,2001,27,24,10
st johnstone,2001,27,13,11
celtic,2001,28,77,0
rangers,2001,28,64,1
livingston,2001,28,47,2
aberdeen,2001,28,41,3
kilmarnock,2001,28,37,4
hearts,2001,28,35,5
dunfermline,2001,28,33,6
dundee united,2001,28,32,7
dundee,2001,28,31,8
motherwell,2001,28,30,9
hibernian,2001,28,24,10
st johnstone,2001,28,13,11
celtic,2001,29,80,0
rangers,2001,29,67,1
livingston,2001,29,47,2
aberdeen,2001,29,44,3
kilmarnock,2001,29,38,4
hearts,2001,29,36,5
dunfermline,2001,29,34,6
dundee united,2001,29,32,7
dundee,2001,29,31,8
motherwell,2001,29,30,9
hibernian,2001,29,25,10
st johnstone,2001,29,16,11
celtic,2001,30,83,0
rangers,2001,30,70,1
livingston,2001,30,47,2
aberdeen,2001,30,44,3
kilmarnock,2001,30,41,4
hearts,2001,30,39,5
dunfermline,2001,30,37,6
dundee united,2001,30,32,7
dundee,2001,30,31,8
motherwell,2001,30,30,9
hibernian,2001,30,28,10
st johnstone,2001,30,16,11
celtic,2001,31,84,0
rangers,2001,31,73,1
livingston,2001,31,47,2
aberdeen,2001,31,47,3
kilmarnock,2001,31,41,4
dunfermline,2001,31,40,5
hearts,2001,31,39,6
dundee united,2001,31,35,7
dundee,2001,31,34,8
motherwell,2001,31,33,9
hibernian,2001,31,31,10
st johnstone,2001,31,16,11
celtic,2001,32,87,0
rangers,2001,32,74,1
aberdeen,2001,32,50,2
livingston,2001,32,48,3
hearts,2001,32,42,4
kilmarnock,2001,32,42,5
dunfermline,2001,32,40,6
dundee,2001,32,37,7
dundee united,2001,32,35,8
motherwell,2001,32,33,9
hibernian,2001,32,31,10
st johnstone,2001,32,16,11
celtic,2001,33,90,0
rangers,2001,33,77,1
aberdeen,2001,33,51,2
livingston,2001,33,49,3
dunfermline,2001,33,43,4
hearts,2001,33,42,5
kilmarnock,2001,33,42,6
dundee,2001,33,37,7
dundee united,2001,33,35,8
hibernian,2001,33,34,9
motherwell,2001,33,33,10
st johnstone,2001,33,19,11
celtic,2001,34,93,0
rangers,2001,34,80,1
aberdeen,2001,34,52,2
livingston,2001,34,49,3
dunfermline,2001,34,44,4
hearts,2001,34,42,5
kilmarnock,2001,34,42,6
dundee,2001,34,40,7
dundee united,2001,34,38,8
motherwell,2001,34,34,9
hibernian,2001,34,34,10
