team,year,day,points,position
tottenham,2009,6,12,4
arsenal,2009,6,12,5
liverpool,2009,6,12,6
burnley,2009,6,9,7
sunderland,2009,6,9,8
everton,2009,6,9,9
stoke,2009,6,8,10
wolves,2009,6,7,11
bolton,2009,6,7,12
birmingham,2009,6,7,13
blackburn,2009,6,7,14
wigan,2009,6,6,15
fulham,2009,6,6,16
west ham,2009,6,4,17
hull,2009,6,4,18
portsmouth,2009,6,0,19
man united,2009,7,18,0
chelsea,2009,7,18,1
man city,2009,7,16,2
tottenham,2009,7,15,3
liverpool,2009,7,15,4
arsenal,2009,7,15,5
aston villa,2009,7,13,6
sunderland,2009,7,12,7
everton,2009,7,10,8
wigan,2009,7,9,9
burnley,2009,7,9,10
stoke,2009,7,8,11
bolton,2009,7,8,12
wolves,2009,7,7,13
fulham,2009,7,7,14
birmingham,2009,7,7,15
blackburn,2009,7,7,16
west ham,2009,7,5,17
hull,2009,7,4,18
portsmouth,2009,7,0,19
chelsea,2009,8,21,0
man united,2009,8,19,1
arsenal,2009,8,18,2
man city,2009,8,17,3
aston villa,2009,8,16,4
tottenham,2009,8,16,5
liverpool,2009,8,15,6
sunderland,2009,8,13,7
burnley,2009,8,12,8
everton,2009,8,11,9
fulham,2009,8,10,10
blackburn,2009,8,10,11
wigan,2009,8,9,12
stoke,2009,8,9,13
bolton,2009,8,8,14
birmingham,2009,8,7,15
wolves,2009,8,7,16
hull,2009,8,7,17
west ham,2009,8,5,18
portsmouth,2009,8,3,19
man united,2009,9,22,0
chelsea,2009,9,21,1
tottenham,2009,9,19,2
arsenal,2009,9,19,3
man city,2009,9,18,4
aston villa,2009,9,17,5
sunderland,2009,9,16,6
liverpool,2009,9,15,7
stoke,2009,9,12,8
burnley,2009,9,12,9
fulham,2009,9,11,10
bolton,2009,9,11,11
everton,2009,9,11,12
wigan,2009,9,10,13
blackburn,2009,9,10,14
wolves,2009,9,8,15
birmingham,2009,9,7,16
hull,2009,9,7,17
west ham,2009,9,6,18
portsmouth,2009,9,3,19
chelsea,2009,10,24,0
man united,2009,10,22,1
arsenal,2009,10,22,2
tottenham,2009,10,19,3
man city,2009,10,19,4
aston villa,2009,10,18,5
liverpool,2009,10,18,6
sunderland,2009,10,16,7
stoke,2009,10,15,8
fulham,2009,10,14,9
wigan,2009,10,13,10
burnley,2009,10,12,11
everton,2009,10,12,12
bolton,2009,10,11,13
blackburn,2009,10,10,14
birmingham,2009,10,10,15
wolves,2009,10,9,16
hull,2009,10,8,17
west ham,2009,10,7,18
portsmouth,2009,10,4,19
chelsea,2009,11,27,0
man united,2009,11,25,1
arsenal,2009,11,25,2
man city,2009,11,20,3
tottenham,2009,11,19,4
aston villa,2009,11,18,5
liverpool,2009,11,18,6
sunderland,2009,11,17,7
stoke,2009,11,16,8
burnley,2009,11,15,9
fulham,2009,11,15,10
everton,2009,11,15,11
wigan,2009,11,13,12
blackburn,2009,11,13,13
bolton,2009,11,11,14
birmingham,2009,11,11,15
west ham,2009,11,10,16
wolves,2009,11,10,17
hull,2009,11,8,18
portsmouth,2009,11,7,19
chelsea,2009,12,30,0
man united,2009,12,25,1
arsenal,2009,12,25,2
tottenham,2009,12,22,3
aston villa,2009,12,21,4
man city,2009,12,21,5
liverpool,2009,12,19,6
sunderland,2009,12,17,7
stoke,2009,12,16,8
blackburn,2009,12,16,9
burnley,2009,12,16,10
fulham,2009,12,15,11
everton,2009,12,15,12
wigan,2009,12,14,13
birmingham,2009,12,12,14
hull,2009,12,11,15
bolton,2009,12,11,16
west ham,2009,12,10,17
wolves,2009,12,10,18
portsmouth,2009,12,7,19
chelsea,2009,13,33,0
man united,2009,13,28,1
arsenal,2009,13,25,2
tottenham,2009,13,25,3
aston villa,2009,13,22,4
man city,2009,13,22,5
sunderland,2009,13,20,6
liverpool,2009,13,20,7
stoke,2009,13,19,8
fulham,2009,13,18,9
burnley,2009,13,17,10
blackburn,2009,13,16,11
everton,2009,13,15,12
birmingham,2009,13,15,13
wigan,2009,13,14,14
hull,2009,13,12,15
bolton,2009,13,12,16
west ham,2009,13,11,17
wolves,2009,13,10,18
portsmouth,2009,13,7,19
chelsea,2009,14,36,0
man united,2009,14,31,1
arsenal,2009,14,28,2
tottenham,2009,14,26,3
man city,2009,14,25,4
aston villa,2009,14,23,5
liverpool,2009,14,23,6
stoke,2009,14,20,7
sunderland,2009,14,20,8
fulham,2009,14,19,9
birmingham,2009,14,18,10
wigan,2009,14,17,11
blackburn,2009,14,17,12
burnley,2009,14,17,13
hull,2009,14,15,14
everton,2009,14,15,15
west ham,2009,14,14,16
bolton,2009,14,12,17
wolves,2009,14,10,18
portsmouth,2009,14,7,19
chelsea,2009,15,36,0
man united,2009,15,34,1
arsenal,2009,15,31,2
tottenham,2009,15,27,3
aston villa,2009,15,26,4
man city,2009,15,26,5
liverpool,2009,15,24,6
fulham,2009,15,22,7
birmingham,2009,15,21,8
stoke,2009,15,20,9
sunderland,2009,15,20,10
blackburn,2009,15,18,11
wigan,2009,15,17,12
burnley,2009,15,17,13
hull,2009,15,16,14
everton,2009,15,16,15
west ham,2009,15,14,16
wolves,2009,15,13,17
bolton,2009,15,13,18
portsmouth,2009,15,10,19
chelsea,2009,16,37,0
man united,2009,16,34,1
arsenal,2009,16,32,2
aston villa,2009,16,29,3
tottenham,2009,16,27,4
man city,2009,16,26,5
birmingham,2009,16,24,6
liverpool,2009,16,24,7
fulham,2009,16,23,8
stoke,2009,16,21,9
sunderland,2009,16,21,10
blackburn,2009,16,19,11
wigan,2009,16,18,12
burnley,2009,16,18,13
everton,2009,16,17,14
wolves,2009,16,16,15
hull,2009,16,16,16
bolton,2009,16,16,17
west ham,2009,16,14,18
portsmouth,2009,16,11,19
chelsea,2009,17,40,0
man united,2009,17,37,1
arsenal,2009,17,35,2
aston villa,2009,17,32,3
tottenham,2009,17,30,4
man city,2009,17,29,5
birmingham,2009,17,27,6
liverpool,2009,17,27,7
fulham,2009,17,26,8
stoke,2009,17,21,9
sunderland,2009,17,21,10
blackburn,2009,17,19,11
burnley,2009,17,19,12
everton,2009,17,18,13
wigan,2009,17,18,14
hull,2009,17,17,15
bolton,2009,17,17,16
wolves,2009,17,16,17
west ham,2009,17,14,18
portsmouth,2009,17,11,19
chelsea,2009,18,41,0
arsenal,2009,18,38,1
man united,2009,18,37,2
aston villa,2009,18,35,3
tottenham,2009,18,33,4
man city,2009,18,32,5
birmingham,2009,18,28,6
fulham,2009,18,27,7
liverpool,2009,18,27,8
stoke,2009,18,21,9
sunderland,2009,18,21,10
wolves,2009,18,19,11
burnley,2009,18,19,12
everton,2009,18,19,13
wigan,2009,18,19,14
blackburn,2009,18,19,15
bolton,2009,18,18,16
hull,2009,18,17,17
west ham,2009,18,15,18
portsmouth,2009,18,14,19
chelsea,2009,19,42,0
arsenal,2009,19,41,1
man united,2009,19,40,2
aston villa,2009,19,35,3
man city,2009,19,35,4
tottenham,2009,19,34,5
liverpool,2009,19,30,6
birmingham,2009,19,29,7
fulham,2009,19,27,8
everton,2009,19,22,9
sunderland,2009,19,22,10
stoke,2009,19,21,11
blackburn,2009,19,20,12
burnley,2009,19,20,13
wolves,2009,19,19,14
wigan,2009,19,19,15
bolton,2009,19,18,16
west ham,2009,19,18,17
hull,2009,19,17,18
portsmouth,2009,19,14,19
chelsea,2009,20,45,0
man united,2009,20,43,1
arsenal,2009,20,42,2
man city,2009,20,38,3
tottenham,2009,20,37,4
aston villa,2009,20,35,5
liverpool,2009,20,33,6
birmingham,2009,20,32,7
fulham,2009,20,27,8
stoke,2009,20,24,9
sunderland,2009,20,23,10
everton,2009,20,23,11
wigan,2009,20,22,12
blackburn,2009,20,21,13
burnley,2009,20,20,14
wolves,2009,20,19,15
hull,2009,20,18,16
west ham,2009,20,18,17
bolton,2009,20,18,18
portsmouth,2009,20,14,19
chelsea,2009,21,48,0
arsenal,2009,21,45,1
man united,2009,21,44,2
tottenham,2009,21,38,3
man city,2009,21,38,4
aston villa,2009,21,36,5
liverpool,2009,21,34,6
birmingham,2009,21,33,7
fulham,2009,21,27,8
everton,2009,21,26,9
stoke,2009,21,25,10
sunderland,2009,21,23,11
wigan,2009,21,22,12
blackburn,2009,21,21,13
bolton,2009,21,21,14
burnley,2009,21,20,15
hull,2009,21,19,16
wolves,2009,21,19,17
west ham,2009,21,19,18
portsmouth,2009,21,15,19
chelsea,2009,22,51,0
arsenal,2009,22,48,1
man united,2009,22,47,2
man city,2009,22,41,3
tottenham,2009,22,38,4
aston villa,2009,22,37,5
liverpool,2009,22,37,6
birmingham,2009,22,33,7
everton,2009,22,29,8
fulham,2009,22,27,9
stoke,2009,22,26,10
blackburn,2009,22,24,11
sunderland,2009,22,23,12
wigan,2009,22,22,13
bolton,2009,22,21,14
west ham,2009,22,20,15
wolves,2009,22,20,16
burnley,2009,22,20,17
hull,2009,22,19,18
portsmouth,2009,22,15,19
chelsea,2009,23,54,0
man united,2009,23,50,1
arsenal,2009,23,49,2
tottenham,2009,23,41,3
man city,2009,23,41,4
aston villa,2009,23,40,5
liverpool,2009,23,38,6
birmingham,2009,23,34,7
everton,2009,23,32,8
stoke,2009,23,29,9
fulham,2009,23,27,10
blackburn,2009,23,27,11
sunderland,2009,23,24,12
wigan,2009,23,23,13
bolton,2009,23,22,14
west ham,2009,23,21,15
wolves,2009,23,21,16
burnley,2009,23,20,17
hull,2009,23,20,18
portsmouth,2009,23,15,19
chelsea,2009,24,55,0
man united,2009,24,53,1
arsenal,2009,24,49,2
man city,2009,24,44,3
tottenham,2009,24,42,4
aston villa,2009,24,41,5
liverpool,2009,24,41,6
birmingham,2009,24,37,7
everton,2009,24,32,8
stoke,2009,24,30,9
fulham,2009,24,30,10
blackburn,2009,24,28,11
sunderland,2009,24,25,12
wigan,2009,24,24,13
burnley,2009,24,23,14
bolton,2009,24,22,15
hull,2009,24,21,16
wolves,2009,24,21,17
west ham,2009,24,21,18
portsmouth,2009,24,15,19
chelsea,2009,25,58,0
man united,2009,25,56,1
arsenal,2009,25,49,2
man city,2009,25,45,3
liverpool,2009,25,44,4
tottenham,2009,25,43,5
aston villa,2009,25,42,6
birmingham,2009,25,37,7
everton,2009,25,35,8
stoke,2009,25,31,9
fulham,2009,25,31,10
blackburn,2009,25,28,11
sunderland,2009,25,26,12
wigan,2009,25,25,13
west ham,2009,25,24,14
wolves,2009,25,24,15
hull,2009,25,24,16
bolton,2009,25,23,17
burnley,2009,25,23,18
portsmouth,2009,25,16,19
chelsea,2009,26,58,0
man united,2009,26,57,1
arsenal,2009,26,52,2
man city,2009,26,46,3
aston villa,2009,26,45,4
liverpool,2009,26,44,5
tottenham,2009,26,43,6
everton,2009,26,38,7
birmingham,2009,26,37,8
stoke,2009,26,34,9
fulham,2009,26,34,10
blackburn,2009,26,31,11
west ham,2009,26,27,12
sunderland,2009,26,26,13
wigan,2009,26,25,14
wolves,2009,26,24,15
hull,2009,26,24,16
bolton,2009,26,23,17
burnley,2009,26,23,18
portsmouth,2009,26,16,19
chelsea,2009,27,61,0
man united,2009,27,57,1
arsenal,2009,27,55,2
man city,2009,27,49,3
aston villa,2009,27,46,4
tottenham,2009,27,46,5
liverpool,2009,27,45,6
birmingham,2009,27,40,7
everton,2009,27,38,8
fulham,2009,27,37,9
stoke,2009,27,34,10
blackburn,2009,27,34,11
sunderland,2009,27,27,12
west ham,2009,27,27,13
bolton,2009,27,26,14
wigan,2009,27,25,15
wolves,2009,27,24,16
hull,2009,27,24,17
burnley,2009,27,23,18
portsmouth,2009,27,19,19
chelsea,2009,28,61,0
man united,2009,28,60,1
arsenal,2009,28,58,2
man city,2009,28,50,3
aston villa,2009,28,49,4
tottenham,2009,28,49,5
liverpool,2009,28,48,6
birmingham,2009,28,43,7
everton,2009,28,41,8
fulham,2009,28,38,9
stoke,2009,28,35,10
blackburn,2009,28,34,11
sunderland,2009,28,30,12
bolton,2009,28,29,13
wigan,2009,28,28,14
west ham,2009,28,27,15
wolves,2009,28,24,16
hull,2009,28,24,17
burnley,2009,28,23,18
portsmouth,2009,28,19,19
chelsea,2009,29,64,0
man united,2009,29,63,1
arsenal,2009,29,61,2
man city,2009,29,53,3
tottenham,2009,29,52,4
aston villa,2009,29,50,5
liverpool,2009,29,48,6
birmingham,2009,29,44,7
everton,2009,29,42,8
fulham,2009,29,38,9
stoke,2009,29,36,10
blackburn,2009,29,34,11
sunderland,2009,29,31,12
bolton,2009,29,29,13
wigan,2009,29,28,14
west ham,2009,29,27,15
wolves,2009,29,27,16
burnley,2009,29,24,17
hull,2009,29,24,18
portsmouth,2009,29,19,19
man united,2009,30,66,0
chelsea,2009,30,65,1
arsenal,2009,30,64,2
tottenham,2009,30,55,3
man city,2009,30,53,4
aston villa,2009,30,51,5
liverpool,2009,30,51,6
everton,2009,30,45,7
birmingham,2009,30,44,8
fulham,2009,30,38,9
stoke,2009,30,36,10
blackburn,2009,30,35,11
sunderland,2009,30,34,12
bolton,2009,30,32,13
wigan,2009,30,28,14
wolves,2009,30,28,15
west ham,2009,30,27,16
burnley,2009,30,24,17
hull,2009,30,24,18
portsmouth,2009,30,22,19
man united,2009,31,69,0
chelsea,2009,31,68,1
arsenal,2009,31,67,2
tottenham,2009,31,58,3
man city,2009,31,56,4
aston villa,2009,31,51,5
liverpool,2009,31,51,6
everton,2009,31,48,7
birmingham,2009,31,44,8
stoke,2009,31,39,9
fulham,2009,31,38,10
blackburn,2009,31,38,11
sunderland,2009,31,35,12
bolton,2009,31,32,13
wigan,2009,31,31,14
wolves,2009,31,31,15
west ham,2009,31,27,16
hull,2009,31,27,17
burnley,2009,31,24,18
portsmouth,2009,31,22,19
man united,2009,32,72,0
chelsea,2009,32,71,1
arsenal,2009,32,68,2
man city,2009,32,59,3
tottenham,2009,32,58,4
aston villa,2009,32,54,5
liverpool,2009,32,54,6
everton,2009,32,49,7
birmingham,2009,32,45,8
stoke,2009,32,42,9
fulham,2009,32,41,10
blackburn,2009,32,41,11
sunderland,2009,32,35,12
wolves,2009,32,32,13
bolton,2009,32,32,14
wigan,2009,32,31,15
west ham,2009,32,27,16
hull,2009,32,27,17
burnley,2009,32,24,18
portsmouth,2009,32,22,19
chelsea,2009,33,74,0
man united,2009,33,72,1
arsenal,2009,33,71,2
man city,2009,33,62,3
tottenham,2009,33,61,4
aston villa,2009,33,55,5
liverpool,2009,33,55,6
everton,2009,33,50,7
birmingham,2009,33,46,8
stoke,2009,33,43,9
fulham,2009,33,42,10
blackburn,2009,33,42,11
sunderland,2009,33,38,12
wolves,2009,33,32,13
bolton,2009,33,32,14
wigan,2009,33,31,15
west ham,2009,33,28,16
hull,2009,33,27,17
burnley,2009,33,24,18
portsmouth,2009,33,23,19
chelsea,2009,34,77,0
man united,2009,34,73,1
arsenal,2009,34,71,2
tottenham,2009,34,64,3
man city,2009,34,62,4
aston villa,2009,34,58,5
liverpool,2009,34,56,6
everton,2009,34,51,7
birmingham,2009,34,46,8
stoke,2009,34,43,9
fulham,2009,34,43,10
blackburn,2009,34,43,11
sunderland,2009,34,38,12
wolves,2009,34,33,13
bolton,2009,34,32,14
wigan,2009,34,32,15
west ham,2009,34,31,16
hull,2009,34,28,17
burnley,2009,34,27,18
portsmouth,2009,34,24,19
chelsea,2009,35,77,0
man united,2009,35,76,1
arsenal,2009,35,71,2
tottenham,2009,35,64,3
man city,2009,35,63,4
aston villa,2009,35,61,5
liverpool,2009,35,59,6
everton,2009,35,54,7
birmingham,2009,35,47,8
stoke,2009,35,43,9
fulham,2009,35,43,10
blackburn,2009,35,43,11
sunderland,2009,35,41,12
bolton,2009,35,35,13
wigan,2009,35,35,14
wolves,2009,35,34,15
west ham,2009,35,31,16
hull,2009,35,28,17
burnley,2009,35,27,18
portsmouth,2009,35,24,19
chelsea,2009,36,80,0
man united,2009,36,79,1
arsenal,2009,36,72,2
tottenham,2009,36,67,3
man city,2009,36,66,4
aston villa,2009,36,64,5
liverpool,2009,36,62,6
everton,2009,36,57,7
birmingham,2009,36,47,8
fulham,2009,36,46,9
stoke,2009,36,44,10
sunderland,2009,36,44,11
blackburn,2009,36,44,12
bolton,2009,36,36,13
wigan,2009,36,35,14
wolves,2009,36,35,15
west ham,2009,36,34,16
hull,2009,36,28,17
burnley,2009,36,27,18
portsmouth,2009,36,25,19
chelsea,2009,37,83,0
man united,2009,37,82,1
arsenal,2009,37,72,2
tottenham,2009,37,70,3
man city,2009,37,66,4
aston villa,2009,37,64,5
liverpool,2009,37,62,6
everton,2009,37,58,7
birmingham,2009,37,50,8
stoke,2009,37,47,9
blackburn,2009,37,47,10
fulham,2009,37,46,11
sunderland,2009,37,44,12
bolton,2009,37,36,13
wigan,2009,37,36,14
wolves,2009,37,35,15
west ham,2009,37,34,16
hull,2009,37,29,17
portsmouth,2009,37,28,18
burnley,2009,37,27,19
chelsea,2009,38,86,0
man united,2009,38,85,1
arsenal,2009,38,75,2
tottenham,2009,38,70,3
man city,2009,38,67,4
aston villa,2009,38,64,5
liverpool,2009,38,63,6
everton,2009,38,61,7
blackburn,2009,38,50,8
birmingham,2009,38,50,9
stoke,2009,38,47,10
fulham,2009,38,46,11
sunderland,2009,38,44,12
bolton,2009,38,39,13
wolves,2009,38,38,14
wigan,2009,38,36,15
west ham,2009,38,35,16
burnley,2009,38,30,17
hull,2009,38,30,18
portsmouth,2009,38,28,19
tottenham,2010,0,0,0
aston villa,2010,0,0,1
blackburn,2010,0,0,2
everton,2010,0,0,3
bolton,2010,0,0,4
fulham,2010,0,0,5
chelsea,2010,0,0,6
west brom,2010,0,0,7
sunderland,2010,0,0,8
birmingham,2010,0,0,9
west ham,2010,0,0,10
man city,2010,0,0,11
wigan,2010,0,0,12
blackpool,2010,0,0,13
wolves,2010,0,0,14
stoke,2010,0,0,15
liverpool,2010,0,0,16
arsenal,2010,0,0,17
man united,2010,0,0,18
newcastle,2010,0,0,19
aston villa,2010,1,3,0
blackburn,2010,1,3,1
man united,2010,1,3,2
chelsea,2010,1,3,3
wolves,2010,1,3,4
blackpool,2010,1,3,5
tottenham,2010,1,1,6
arsenal,2010,1,1,7
sunderland,2010,1,1,8
birmingham,2010,1,1,9
liverpool,2010,1,1,10
man city,2010,1,1,11
bolton,2010,1,1,12
fulham,2010,1,1,13
wigan,2010,1,0,14
stoke,2010,1,0,15
west ham,2010,1,0,16
west brom,2010,1,0,17
everton,2010,1,0,18
newcastle,2010,1,0,19
chelsea,2010,2,6,0
tottenham,2010,2,4,1
man united,2010,2,4,2
bolton,2010,2,4,3
arsenal,2010,2,4,4
wolves,2010,2,4,5
birmingham,2010,2,4,6
man city,2010,2,4,7
newcastle,2010,2,3,8
blackburn,2010,2,3,9
blackpool,2010,2,3,10
west brom,2010,2,3,11
aston villa,2010,2,3,12
fulham,2010,2,2,13
sunderland,2010,2,1,14
liverpool,2010,2,1,15
everton,2010,2,1,16
wigan,2010,2,0,17
west ham,2010,2,0,18
stoke,2010,2,0,19
chelsea,2010,3,9,0
man united,2010,3,7,1
arsenal,2010,3,7,2
aston villa,2010,3,6,3
bolton,2010,3,5,4
wolves,2010,3,5,5
birmingham,2010,3,5,6
liverpool,2010,3,4,7
sunderland,2010,3,4,8
newcastle,2010,3,4,9
blackpool,2010,3,4,10
man city,2010,3,4,11
tottenham,2010,3,4,12
wigan,2010,3,3,13
west brom,2010,3,3,14
fulham,2010,3,3,15
blackburn,2010,3,3,16
everton,2010,3,1,17
west ham,2010,3,0,18
stoke,2010,3,0,19
chelsea,2010,4,12,0
arsenal,2010,4,10,1
man united,2010,4,8,2
blackpool,2010,4,7,3
aston villa,2010,4,6,4
fulham,2010,4,6,5
birmingham,2010,4,6,6
liverpool,2010,4,5,7
sunderland,2010,4,5,8
tottenham,2010,4,5,9
wolves,2010,4,5,10
man city,2010,4,5,11
bolton,2010,4,5,12
wigan,2010,4,4,13
west brom,2010,4,4,14
blackburn,2010,4,4,15
newcastle,2010,4,4,16
stoke,2010,4,3,17
everton,2010,4,2,18
west ham,2010,4,0,19
chelsea,2010,5,15,0
man united,2010,5,11,1
arsenal,2010,5,11,2
tottenham,2010,5,8,3
man city,2010,5,8,4
blackpool,2010,5,7,5
newcastle,2010,5,7,6
west brom,2010,5,7,7
fulham,2010,5,7,8
aston villa,2010,5,7,9
birmingham,2010,5,6,10
sunderland,2010,5,6,11
bolton,2010,5,6,12
liverpool,2010,5,5,13
blackburn,2010,5,5,14
wolves,2010,5,5,15
wigan,2010,5,4,16
stoke,2010,5,4,17
everton,2010,5,2,18
west ham,2010,5,1,19
chelsea,2010,6,15,0
man united,2010,6,12,1
arsenal,2010,6,11,2
man city,2010,6,11,3
aston villa,2010,6,10,4
west brom,2010,6,10,5
tottenham,2010,6,8,6
blackburn,2010,6,8,7
fulham,2010,6,8,8
birmingham,2010,6,7,9
blackpool,2010,6,7,10
stoke,2010,6,7,11
bolton,2010,6,7,12
newcastle,2010,6,7,13
sunderland,2010,6,7,14
liverpool,2010,6,6,15
wigan,2010,6,5,16
wolves,2010,6,5,17
west ham,2010,6,4,18
everton,2010,6,3,19
chelsea,2010,7,18,0
man city,2010,7,14,1
man united,2010,7,13,2
tottenham,2010,7,11,3
west brom,2010,7,11,4
arsenal,2010,7,11,5
stoke,2010,7,10,6
blackpool,2010,7,10,7
aston villa,2010,7,10,8
fulham,2010,7,9,9
sunderland,2010,7,8,10
wigan,2010,7,8,11
blackburn,2010,7,8,12
bolton,2010,7,8,13
birmingham,2010,7,7,14
newcastle,2010,7,7,15
liverpool,2010,7,6,16
everton,2010,7,6,17
west ham,2010,7,5,18
wolves,2010,7,5,19
chelsea,2010,8,19,0
man city,2010,8,17,1
tottenham,2010,8,14,2
man united,2010,8,14,3
arsenal,2010,8,14,4
west brom,2010,8,12,5
bolton,2010,8,11,6
aston villa,2010,8,11,7
blackpool,2010,8,10,8
stoke,2010,8,10,9
sunderland,2010,8,9,10
blackburn,2010,8,9,11
fulham,2010,8,9,12
wigan,2010,8,9,13
everton,2010,8,9,14
newcastle,2010,8,8,15
birmingham,2010,8,7,16
liverpool,2010,8,6,17
west ham,2010,8,6,18
wolves,2010,8,6,19
chelsea,2010,9,22,0
man united,2010,9,17,1
arsenal,2010,9,17,2
man city,2010,9,17,3
tottenham,2010,9,15,4
west brom,2010,9,15,5
bolton,2010,9,12,6
sunderland,2010,9,12,7
newcastle,2010,9,11,8
aston villa,2010,9,11,9
everton,2010,9,10,10
birmingham,2010,9,10,11
wigan,2010,9,10,12
stoke,2010,9,10,13
blackpool,2010,9,10,14
liverpool,2010,9,9,15
fulham,2010,9,9,16
blackburn,2010,9,9,17
west ham,2010,9,6,18
wolves,2010,9,6,19
chelsea,2010,10,25,0
man united,2010,10,20,1
arsenal,2010,10,20,2
man city,2010,10,17,3
tottenham,2010,10,15,4
west brom,2010,10,15,5
newcastle,2010,10,14,6
blackpool,2010,10,13,7
everton,2010,10,13,8
fulham,2010,10,12,9
liverpool,2010,10,12,10
bolton,2010,10,12,11
sunderland,2010,10,12,12
aston villa,2010,10,12,13
birmingham,2010,10,11,14
wigan,2010,10,10,15
stoke,2010,10,10,16
wolves,2010,10,9,17
blackburn,2010,10,9,18
west ham,2010,10,6,19
chelsea,2010,11,25,0
man united,2010,11,23,1
arsenal,2010,11,20,2
man city,2010,11,20,3
newcastle,2010,11,17,4
bolton,2010,11,15,5
tottenham,2010,11,15,6
west brom,2010,11,15,7
sunderland,2010,11,15,8
liverpool,2010,11,15,9
blackpool,2010,11,14,10
everton,2010,11,14,11
fulham,2010,11,13,12
aston villa,2010,11,13,13
birmingham,2010,11,12,14
blackburn,2010,11,12,15
wigan,2010,11,10,16
stoke,2010,11,10,17
wolves,2010,11,9,18
west ham,2010,11,7,19
chelsea,2010,12,28,0
man united,2010,12,24,1
arsenal,2010,12,23,2
man city,2010,12,21,3
newcastle,2010,12,17,4
bolton,2010,12,16,5
tottenham,2010,12,16,6
west brom,2010,12,16,7
sunderland,2010,12,16,8
liverpool,2010,12,16,9
aston villa,2010,12,16,10
blackburn,2010,12,15,11
everton,2010,12,15,12
blackpool,2010,12,14,13
stoke,2010,12,13,14
fulham,2010,12,13,15
birmingham,2010,12,12,16
wigan,2010,12,11,17
wolves,2010,12,9,18
west ham,2010,12,8,19
chelsea,2010,13,28,0
arsenal,2010,13,26,1
man united,2010,13,25,2
man city,2010,13,22,3
bolton,2010,13,19,4
tottenham,2010,13,19,5
sunderland,2010,13,19,6
newcastle,2010,13,18,7
aston villa,2010,13,17,8
liverpool,2010,13,16,9
west brom,2010,13,16,10
stoke,2010,13,16,11
blackburn,2010,13,15,12
blackpool,2010,13,15,13
everton,2010,13,15,14
fulham,2010,13,14,15
wigan,2010,13,14,16
birmingham,2010,13,13,17
west ham,2010,13,9,18
wolves,2010,13,9,19
chelsea,2010,14,28,0
man united,2010,14,28,1
arsenal,2010,14,26,2
man city,2010,14,25,3
bolton,2010,14,22,4
tottenham,2010,14,22,5
sunderland,2010,14,20,6
stoke,2010,14,19,7
liverpool,2010,14,19,8
blackburn,2010,14,18,9
blackpool,2010,14,18,10
newcastle,2010,14,18,11
aston villa,2010,14,17,12
west brom,2010,14,16,13
everton,2010,14,16,14
birmingham,2010,14,16,15
fulham,2010,14,14,16
wigan,2010,14,14,17
west ham,2010,14,9,18
wolves,2010,14,9,19
man united,2010,15,31,0
chelsea,2010,15,29,1
arsenal,2010,15,29,2
man city,2010,15,26,3
tottenham,2010,15,25,4
bolton,2010,15,23,5
sunderland,2010,15,20,6
stoke,2010,15,20,7
blackpool,2010,15,19,8
newcastle,2010,15,19,9
west brom,2010,15,19,10
liverpool,2010,15,19,11
blackburn,2010,15,18,12
birmingham,2010,15,17,13
aston villa,2010,15,17,14
everton,2010,15,16,15
fulham,2010,15,15,16
wigan,2010,15,14,17
west ham,2010,15,12,18
wolves,2010,15,12,19
man united,2010,16,34,0
arsenal,2010,16,32,1
chelsea,2010,16,30,2
man city,2010,16,29,3
tottenham,2010,16,26,4
bolton,2010,16,23,5
sunderland,2010,16,23,6
blackpool,2010,16,22,7
liverpool,2010,16,22,8
west brom,2010,16,22,9
stoke,2010,16,21,10
blackburn,2010,16,21,11
newcastle,2010,16,19,12
birmingham,2010,16,18,13
aston villa,2010,16,17,14
everton,2010,16,17,15
fulham,2010,16,15,16
wigan,2010,16,15,17
wolves,2010,16,12,18
west ham,2010,16,12,19
man united,2010,17,37,0
arsenal,2010,17,32,1
man city,2010,17,32,2
chelsea,2010,17,31,3
tottenham,2010,17,27,4
bolton,2010,17,26,5
blackpool,2010,17,25,6
sunderland,2010,17,24,7
west brom,2010,17,22,8
newcastle,2010,17,22,9
liverpool,2010,17,22,10
stoke,2010,17,21,11
blackburn,2010,17,21,12
aston villa,2010,17,20,13
everton,2010,17,18,14
birmingham,2010,17,18,15
fulham,2010,17,16,16
wigan,2010,17,16,17
wolves,2010,17,15,18
west ham,2010,17,12,19
man united,2010,18,38,0
arsenal,2010,18,35,1
man city,2010,18,32,2
chelsea,2010,18,31,3
tottenham,2010,18,30,4
sunderland,2010,18,27,5
bolton,2010,18,26,6
blackpool,2010,18,25,7
stoke,2010,18,24,8
blackburn,2010,18,22,9
west brom,2010,18,22,10
newcastle,2010,18,22,11
liverpool,2010,18,22,12
everton,2010,18,21,13
aston villa,2010,18,20,14
wigan,2010,18,19,15
birmingham,2010,18,19,16
fulham,2010,18,16,17
wolves,2010,18,15,18
west ham,2010,18,13,19
man united,2010,19,41,0
arsenal,2010,19,36,1
man city,2010,19,35,2
chelsea,2010,19,34,3
tottenham,2010,19,33,4
bolton,2010,19,29,5
sunderland,2010,19,27,6
blackpool,2010,19,25,7
liverpool,2010,19,25,8
stoke,2010,19,24,9
blackburn,2010,19,22,10
west brom,2010,19,22,11
newcastle,2010,19,22,12
everton,2010,19,22,13
