team,year,day,position,last
perugia,2001,11,14,7
fiorentina,2001,11,15,16
piacenza,2001,11,16,11
venezia,2001,11,17,17
inter,2001,12,0,2
roma,2001,12,1,1
chievo,2001,12,2,4
milan,2001,12,3,3
juventus,2001,12,4,0
lazio,2001,12,5,5
bologna,2001,12,6,6
verona,2001,12,7,14
brescia,2001,12,8,12
udinese,2001,12,9,13
atalanta,2001,12,10,8
lecce,2001,12,11,15
torino,2001,12,12,10
piacenza,2001,12,13,11
parma,2001,12,14,9
perugia,2001,12,15,7
fiorentina,2001,12,16,16
venezia,2001,12,17,17
inter,2001,13,0,2
roma,2001,13,1,1
chievo,2001,13,2,4
milan,2001,13,3,3
lazio,2001,13,4,5
juventus,2001,13,5,0
bologna,2001,13,6,6
verona,2001,13,7,14
udinese,2001,13,8,13
atalanta,2001,13,9,8
brescia,2001,13,10,12
piacenza,2001,13,11,11
lecce,2001,13,12,15
torino,2001,13,13,10
perugia,2001,13,14,7
parma,2001,13,15,9
fiorentina,2001,13,16,16
venezia,2001,13,17,17
roma,2001,14,0,1
chievo,2001,14,1,4
inter,2001,14,2,2
juventus,2001,14,3,0
bologna,2001,14,4,6
lazio,2001,14,5,5
milan,2001,14,6,3
verona,2001,14,7,14
atalanta,2001,14,8,8
udinese,2001,14,9,13
brescia,2001,14,10,12
piacenza,2001,14,11,11
lecce,2001,14,12,15
torino,2001,14,13,10
fiorentina,2001,14,14,16
perugia,2001,14,15,7
parma,2001,14,16,9
venezia,2001,14,17,17
inter,2001,15,0,2
roma,2001,15,1,1
chievo,2001,15,2,4
juventus,2001,15,3,0
milan,2001,15,4,3
lazio,2001,15,5,5
bologna,2001,15,6,6
verona,2001,15,7,14
udinese,2001,15,8,13
atalanta,2001,15,9,8
brescia,2001,15,10,12
piacenza,2001,15,11,11
torino,2001,15,12,10
perugia,2001,15,13,7
lecce,2001,15,14,15
fiorentina,2001,15,15,16
parma,2001,15,16,9
venezia,2001,15,17,17
inter,2001,16,0,2
roma,2001,16,1,1
chievo,2001,16,2,4
juventus,2001,16,3,0
milan,2001,16,4,3
lazio,2001,16,5,5
bologna,2001,16,6,6
verona,2001,16,7,14
udinese,2001,16,8,13
atalanta,2001,16,9,8
perugia,2001,16,10,7
brescia,2001,16,11,12
piacenza,2001,16,12,11
torino,2001,16,13,10
lecce,2001,16,14,15
parma,2001,16,15,9
fiorentina,2001,16,16,16
venezia,2001,16,17,17
roma,2001,17,0,1
inter,2001,17,1,2
chievo,2001,17,2,4
juventus,2001,17,3,0
milan,2001,17,4,3
bologna,2001,17,5,6
verona,2001,17,6,14
lazio,2001,17,7,5
perugia,2001,17,8,7
udinese,2001,17,9,13
atalanta,2001,17,10,8
brescia,2001,17,11,12
piacenza,2001,17,12,11
lecce,2001,17,13,15
torino,2001,17,14,10
parma,2001,17,15,9
fiorentina,2001,17,16,16
venezia,2001,17,17,17
roma,2001,18,0,1
inter,2001,18,1,2
juventus,2001,18,2,0
chievo,2001,18,3,4
milan,2001,18,4,3
bologna,2001,18,5,6
lazio,2001,18,6,5
verona,2001,18,7,14
perugia,2001,18,8,7
atalanta,2001,18,9,8
udinese,2001,18,10,13
piacenza,2001,18,11,11
torino,2001,18,12,10
brescia,2001,18,13,12
lecce,2001,18,14,15
parma,2001,18,15,9
fiorentina,2001,18,16,16
venezia,2001,18,17,17
inter,2001,19,0,2
roma,2001,19,1,1
juventus,2001,19,2,0
chievo,2001,19,3,4
milan,2001,19,4,3
bologna,2001,19,5,6
verona,2001,19,6,14
lazio,2001,19,7,5
torino,2001,19,8,10
udinese,2001,19,9,13
perugia,2001,19,10,7
atalanta,2001,19,11,8
piacenza,2001,19,12,11
lecce,2001,19,13,15
brescia,2001,19,14,12
parma,2001,19,15,9
fiorentina,2001,19,16,16
venezia,2001,19,17,17
roma,2001,20,0,1
inter,2001,20,1,2
juventus,2001,20,2,0
chievo,2001,20,3,4
milan,2001,20,4,3
bologna,2001,20,5,6
verona,2001,20,6,14
lazio,2001,20,7,5
torino,2001,20,8,10
udinese,2001,20,9,13
perugia,2001,20,10,7
atalanta,2001,20,11,8
brescia,2001,20,12,12
piacenza,2001,20,13,11
parma,2001,20,14,9
lecce,2001,20,15,15
fiorentina,2001,20,16,16
venezia,2001,20,17,17
roma,2001,21,0,1
juventus,2001,21,1,0
inter,2001,21,2,2
chievo,2001,21,3,4
milan,2001,21,4,3
bologna,2001,21,5,6
verona,2001,21,6,14
lazio,2001,21,7,5
torino,2001,21,8,10
udinese,2001,21,9,13
perugia,2001,21,10,7
atalanta,2001,21,11,8
parma,2001,21,12,9
piacenza,2001,21,13,11
brescia,2001,21,14,12
lecce,2001,21,15,15
fiorentina,2001,21,16,16
venezia,2001,21,17,17
roma,2001,22,0,1
juventus,2001,22,1,0
inter,2001,22,2,2
chievo,2001,22,3,4
bologna,2001,22,4,6
milan,2001,22,5,3
verona,2001,22,6,14
lazio,2001,22,7,5
udinese,2001,22,8,13
torino,2001,22,9,10
parma,2001,22,10,9
perugia,2001,22,11,7
atalanta,2001,22,12,8
piacenza,2001,22,13,11
brescia,2001,22,14,12
lecce,2001,22,15,15
fiorentina,2001,22,16,16
venezia,2001,22,17,17
juventus,2001,23,0,0
roma,2001,23,1,1
inter,2001,23,2,2
bologna,2001,23,3,6
chievo,2001,23,4,4
milan,2001,23,5,3
verona,2001,23,6,14
torino,2001,23,7,10
lazio,2001,23,8,5
perugia,2001,23,9,7
udinese,2001,23,10,13
atalanta,2001,23,11,8
parma,2001,23,12,9
piacenza,2001,23,13,11
brescia,2001,23,14,12
lecce,2001,23,15,15
fiorentina,2001,23,16,16
venezia,2001,23,17,17
roma,2001,24,0,1
inter,2001,24,1,2
juventus,2001,24,2,0
bologna,2001,24,3,6
chievo,2001,24,4,4
milan,2001,24,5,3
lazio,2001,24,6,5
torino,2001,24,7,10
verona,2001,24,8,14
parma,2001,24,9,9
perugia,2001,24,10,7
udinese,2001,24,11,13
atalanta,2001,24,12,8
piacenza,2001,24,13,11
brescia,2001,24,14,12
lecce,2001,24,15,15
fiorentina,2001,24,16,16
venezia,2001,24,17,17
inter,2001,25,0,2
juventus,2001,25,1,0
roma,2001,25,2,1
bologna,2001,25,3,6
chievo,2001,25,4,4
milan,2001,25,5,3
lazio,2001,25,6,5
perugia,2001,25,7,7
torino,2001,25,8,10
verona,2001,25,9,14
atalanta,2001,25,10,8
parma,2001,25,11,9
udinese,2001,25,12,13
piacenza,2001,25,13,11
brescia,2001,25,14,12
lecce,2001,25,15,15
fiorentina,2001,25,16,16
venezia,2001,25,17,17
roma,2001,26,0,1
inter,2001,26,1,2
juventus,2001,26,2,0
bologna,2001,26,3,6
chievo,2001,26,4,4
milan,2001,26,5,3
lazio,2001,26,6,5
verona,2001,26,7,14
perugia,2001,26,8,7
atalanta,2001,26,9,8
torino,2001,26,10,10
parma,2001,26,11,9
piacenza,2001,26,12,11
udinese,2001,26,13,13
brescia,2001,26,14,12
lecce,2001,26,15,15
fiorentina,2001,26,16,16
venezia,2001,26,17,17
roma,2001,27,0,1
inter,2001,27,1,2
juventus,2001,27,2,0
bologna,2001,27,3,6
chievo,2001,27,4,4
milan,2001,27,5,3
lazio,2001,27,6,5
perugia,2001,27,7,7
verona,2001,27,8,14
atalanta,2001,27,9,8
torino,2001,27,10,10
piacenza,2001,27,11,11
udinese,2001,27,12,13
parma,2001,27,13,9
brescia,2001,27,14,12
lecce,2001,27,15,15
fiorentina,2001,27,16,16
venezia,2001,27,17,17
inter,2001,28,0,2
roma,2001,28,1,1
juventus,2001,28,2,0
bologna,2001,28,3,6
chievo,2001,28,4,4
milan,2001,28,5,3
lazio,2001,28,6,5
perugia,2001,28,7,7
atalanta,2001,28,8,8
torino,2001,28,9,10
verona,2001,28,10,14
parma,2001,28,11,9
brescia,2001,28,12,12
piacenza,2001,28,13,11
udinese,2001,28,14,13
lecce,2001,28,15,15
fiorentina,2001,28,16,16
venezia,2001,28,17,17
inter,2001,29,0,2
roma,2001,29,1,1
juventus,2001,29,2,0
bologna,2001,29,3,6
milan,2001,29,4,3
chievo,2001,29,5,4
lazio,2001,29,6,5
torino,2001,29,7,10
perugia,2001,29,8,7
atalanta,2001,29,9,8
verona,2001,29,10,14
udinese,2001,29,11,13
parma,2001,29,12,9
brescia,2001,29,13,12
piacenza,2001,29,14,11
lecce,2001,29,15,15
fiorentina,2001,29,16,16
venezia,2001,29,17,17
inter,2001,30,0,2
roma,2001,30,1,1
juventus,2001,30,2,0
bologna,2001,30,3,6
milan,2001,30,4,3
chievo,2001,30,5,4
lazio,2001,30,6,5
atalanta,2001,30,7,8
torino,2001,30,8,10
perugia,2001,30,9,7
parma,2001,30,10,9
verona,2001,30,11,14
piacenza,2001,30,12,11
brescia,2001,30,13,12
udinese,2001,30,14,13
lecce,2001,30,15,15
fiorentina,2001,30,16,16
venezia,2001,30,17,17
inter,2001,31,0,2
roma,2001,31,1,1
juventus,2001,31,2,0
chievo,2001,31,3,4
bologna,2001,31,4,6
milan,2001,31,5,3
lazio,2001,31,6,5
atalanta,2001,31,7,8
torino,2001,31,8,10
perugia,2001,31,9,7
verona,2001,31,10,14
piacenza,2001,31,11,11
parma,2001,31,12,9
brescia,2001,31,13,12
udinese,2001,31,14,13
lecce,2001,31,15,15
fiorentina,2001,31,16,16
venezia,2001,31,17,17
inter,2001,32,0,2
juventus,2001,32,1,0
roma,2001,32,2,1
chievo,2001,32,3,4
lazio,2001,32,4,5
bologna,2001,32,5,6
milan,2001,32,6,3
perugia,2001,32,7,7
atalanta,2001,32,8,8
torino,2001,32,9,10
verona,2001,32,10,14
piacenza,2001,32,11,11
parma,2001,32,12,9
brescia,2001,32,13,12
udinese,2001,32,14,13
lecce,2001,32,15,15
fiorentina,2001,32,16,16
venezia,2001,32,17,17
inter,2001,33,0,2
juventus,2001,33,1,0
roma,2001,33,2,1
bologna,2001,33,3,6
milan,2001,33,4,3
chievo,2001,33,5,4
lazio,2001,33,6,5
atalanta,2001,33,7,8
perugia,2001,33,8,7
torino,2001,33,9,10
parma,2001,33,10,9
udinese,2001,33,11,13
verona,2001,33,12,14
piacenza,2001,33,13,11
brescia,2001,33,14,12
lecce,2001,33,15,15
fiorentina,2001,33,16,16
venezia,2001,33,17,17
juventus,2001,34,0,0
roma,2001,34,1,1
inter,2001,34,2,2
milan,2001,34,3,3
chievo,2001,34,4,4
lazio,2001,34,5,5
bologna,2001,34,6,6
perugia,2001,34,7,7
atalanta,2001,34,8,8
parma,2001,34,9,9
torino,2001,34,10,10
piacenza,2001,34,11,11
brescia,2001,34,12,12
udinese,2001,34,13,13
verona,2001,34,14,14
lecce,2001,34,15,15
fiorentina,2001,34,16,16
venezia,2001,34,17,17
piacenza,2002,0,0,15
bologna,2002,0,1,10
como,2002,0,2,16
empoli,2002,0,3,12
inter,2002,0,4,1
torino,2002,0,5,17
modena,2002,0,6,13
milan,2002,0,7,2
brescia,2002,0,8,8
roma,2002,0,9,7
juventus,2002,0,10,0
atalanta,2002,0,11,11
lazio,2002,0,12,3
chievo,2002,0,13,6
perugia,2002,0,14,9
reggina,2002,0,15,14
udinese,2002,0,16,5
parma,2002,0,17,4
piacenza,2002,1,0,15
bologna,2002,1,1,10
perugia,2002,1,2,9
empoli,2002,1,3,12
inter,2002,1,4,1
chievo,2002,1,5,6
juventus,2002,1,6,0
milan,2002,1,7,2
udinese,2002,1,8,5
parma,2002,1,9,4
brescia,2002,1,10,8
roma,2002,1,11,7
modena,2002,1,12,13
atalanta,2002,1,13,11
lazio,2002,1,14,3
torino,2002,1,15,17
como,2002,1,16,16
reggina,2002,1,17,14
piacenza,2002,2,0,15
juventus,2002,2,1,0
milan,2002,2,2,2
inter,2002,2,3,1
bologna,2002,2,4,10
parma,2002,2,5,4
empoli,2002,2,6,12
brescia,2002,2,7,8
perugia,2002,2,8,9
modena,2002,2,9,13
chievo,2002,2,10,6
lazio,2002,2,11,3
atalanta,2002,2,12,11
udinese,2002,2,13,5
como,2002,2,14,16
reggina,2002,2,15,14
roma,2002,2,16,7
torino,2002,2,17,17
inter,2002,3,0,1
bologna,2002,3,1,10
juventus,2002,3,2,0
milan,2002,3,3,2
piacenza,2002,3,4,15
empoli,2002,3,5,12
modena,2002,3,6,13
parma,2002,3,7,4
lazio,2002,3,8,3
udinese,2002,3,9,5
brescia,2002,3,10,8
chievo,2002,3,11,6
perugia,2002,3,12,9
roma,2002,3,13,7
como,2002,3,14,16
atalanta,2002,3,15,11
reggina,2002,3,16,14
torino,2002,3,17,17
inter,2002,4,0,1
milan,2002,4,1,2
bologna,2002,4,2,10
juventus,2002,4,3,0
empoli,2002,4,4,12
lazio,2002,4,5,3
modena,2002,4,6,13
chievo,2002,4,7,6
parma,2002,4,8,4
roma,2002,4,9,7
piacenza,2002,4,10,15
brescia,2002,4,11,8
perugia,2002,4,12,9
udinese,2002,4,13,5
como,2002,4,14,16
reggina,2002,4,15,14
atalanta,2002,4,16,11
torino,2002,4,17,17
inter,2002,5,0,1
milan,2002,5,1,2
bologna,2002,5,2,10
lazio,2002,5,3,3
juventus,2002,5,4,0
modena,2002,5,5,13
roma,2002,5,6,7
empoli,2002,5,7,12
piacenza,2002,5,8,15
udinese,2002,5,9,5
chievo,2002,5,10,6
parma,2002,5,11,4
brescia,2002,5,12,8
perugia,2002,5,13,9
torino,2002,5,14,17
como,2002,5,15,16
reggina,2002,5,16,14
atalanta,2002,5,17,11
inter,2002,6,0,1
milan,2002,6,1,2
juventus,2002,6,2,0
bologna,2002,6,3,10
lazio,2002,6,4,3
roma,2002,6,5,7
empoli,2002,6,6,12
modena,2002,6,7,13
chievo,2002,6,8,6
parma,2002,6,9,4
perugia,2002,6,10,9
piacenza,2002,6,11,15
udinese,2002,6,12,5
brescia,2002,6,13,8
reggina,2002,6,14,14
como,2002,6,15,16
torino,2002,6,16,17
atalanta,2002,6,17,11
inter,2002,7,0,1
milan,2002,7,1,2
juventus,2002,7,2,0
lazio,2002,7,3,3
bologna,2002,7,4,10
chievo,2002,7,5,6
roma,2002,7,6,7
empoli,2002,7,7,12
modena,2002,7,8,13
parma,2002,7,9,4
brescia,2002,7,10,8
perugia,2002,7,11,9
udinese,2002,7,12,5
piacenza,2002,7,13,15
reggina,2002,7,14,14
atalanta,2002,7,15,11
como,2002,7,16,16
torino,2002,7,17,17
inter,2002,8,0,1
milan,2002,8,1,2
juventus,2002,8,2,0
lazio,2002,8,3,3
chievo,2002,8,4,6
roma,2002,8,5,7
bologna,2002,8,6,10
modena,2002,8,7,13
parma,2002,8,8,4
empoli,2002,8,9,12
brescia,2002,8,10,8
perugia,2002,8,11,9
udinese,2002,8,12,5
piacenza,2002,8,13,15
torino,2002,8,14,17
reggina,2002,8,15,14
atalanta,2002,8,16,11
como,2002,8,17,16
inter,2002,9,0,1
juventus,2002,9,1,0
milan,2002,9,2,2
chievo,2002,9,3,6
lazio,2002,9,4,3
bologna,2002,9,5,10
modena,2002,9,6,13
roma,2002,9,7,7
parma,2002,9,8,4
empoli,2002,9,9,12
perugia,2002,9,10,9
udinese,2002,9,11,5
piacenza,2002,9,12,15
brescia,2002,9,13,8
torino,2002,9,14,17
reggina,2002,9,15,14
atalanta,2002,9,16,11
como,2002,9,17,16
juventus,2002,10,0,0
inter,2002,10,1,1
milan,2002,10,2,2
lazio,2002,10,3,3
bologna,2002,10,4,10
chievo,2002,10,5,6
modena,2002,10,6,13
roma,2002,10,7,7
empoli,2002,10,8,12
udinese,2002,10,9,5
parma,2002,10,10,4
perugia,2002,10,11,9
piacenza,2002,10,12,15
brescia,2002,10,13,8
atalanta,2002,10,14,11
torino,2002,10,15,17
reggina,2002,10,16,14
como,2002,10,17,16
juventus,2002,11,0,0
milan,2002,11,1,2
lazio,2002,11,2,3
inter,2002,11,3,1
chievo,2002,11,4,6
bologna,2002,11,5,10
modena,2002,11,6,13
empoli,2002,11,7,12
parma,2002,11,8,4
roma,2002,11,9,7
udinese,2002,11,10,5
perugia,2002,11,11,9
piacenza,2002,11,12,15
brescia,2002,11,13,8
atalanta,2002,11,14,11
reggina,2002,11,15,14
torino,2002,11,16,17
como,2002,11,17,16
lazio,2002,12,0,3
inter,2002,12,1,1
juventus,2002,12,2,0
milan,2002,12,3,2
bologna,2002,12,4,10
chievo,2002,12,5,6
parma,2002,12,6,4
modena,2002,12,7,13
udinese,2002,12,8,5
roma,2002,12,9,7
empoli,2002,12,10,12
perugia,2002,12,11,9
piacenza,2002,12,12,15
brescia,2002,12,13,8
atalanta,2002,12,14,11
reggina,2002,12,15,14
torino,2002,12,16,17
como,2002,12,17,16
milan,2002,13,0,2
lazio,2002,13,1,3
inter,2002,13,2,1
juventus,2002,13,3,0
bologna,2002,13,4,10
chievo,2002,13,5,6
parma,2002,13,6,4
modena,2002,13,7,13
udinese,2002,13,8,5
perugia,2002,13,9,9
roma,2002,13,10,7
empoli,2002,13,11,12
piacenza,2002,13,12,15
brescia,2002,13,13,8
atalanta,2002,13,14,11
reggina,2002,13,15,14
torino,2002,13,16,17
como,2002,13,17,16
milan,2002,14,0,2
lazio,2002,14,1,3
inter,2002,14,2,1
bologna,2002,14,3,10
chievo,2002,14,4,6
juventus,2002,14,5,0
udinese,2002,14,6,5
parma,2002,14,7,4
roma,2002,14,8,7
empoli,2002,14,9,12
modena,2002,14,10,13
perugia,2002,14,11,9
brescia,2002,14,12,8
piacenza,2002,14,13,15
atalanta,2002,14,14,11
reggina,2002,14,15,14
torino,2002,14,16,17
como,2002,14,17,16
milan,2002,15,0,2
inter,2002,15,1,1
lazio,2002,15,2,3
chievo,2002,15,3,6
juventus,2002,15,4,0
bologna,2002,15,5,10
udinese,2002,15,6,5
roma,2002,15,7,7
parma,2002,15,8,4
empoli,2002,15,9,12
modena,2002,15,10,13
perugia,2002,15,11,9
brescia,2002,15,12,8
piacenza,2002,15,13,15
atalanta,2002,15,14,11
reggina,2002,15,15,14
torino,2002,15,16,17
como,2002,15,17,16
milan,2002,16,0,2
inter,2002,16,1,1
lazio,2002,16,2,3
chievo,2002,16,3,6
juventus,2002,16,4,0
bologna,2002,16,5,10
udinese,2002,16,6,5
parma,2002,16,7,4
roma,2002,16,8,7
empoli,2002,16,9,12
perugia,2002,16,10,9
modena,2002,16,11,13
brescia,2002,16,12,8
piacenza,2002,16,13,15
atalanta,2002,16,14,11
reggina,2002,16,15,14
torino,2002,16,16,17
como,2002,16,17,16
milan,2002,17,0,2
inter,2002,17,1,1
lazio,2002,17,2,3
juventus,2002,17,3,0
chievo,2002,17,4,6
bologna,2002,17,5,10
udinese,2002,17,6,5
parma,2002,17,7,4
roma,2002,17,8,7
empoli,2002,17,9,12
perugia,2002,17,10,9
modena,2002,17,11,13
brescia,2002,17,12,8
atalanta,2002,17,13,11
reggina,2002,17,14,14
piacenza,2002,17,15,15
torino,2002,17,16,17
como,2002,17,17,16
milan,2002,18,0,2
inter,2002,18,1,1
juventus,2002,18,2,0
lazio,2002,18,3,3
chievo,2002,18,4,6
udinese,2002,18,5,5
bologna,2002,18,6,10
parma,2002,18,7,4
perugia,2002,18,8,9
roma,2002,18,9,7
empoli,2002,18,10,12
modena,2002,18,11,13
brescia,2002,18,12,8
atalanta,2002,18,13,11
reggina,2002,18,14,14
piacenza,2002,18,15,15
torino,2002,18,16,17
como,2002,18,17,16
milan,2002,19,0,2
inter,2002,19,1,1
juventus,2002,19,2,0
lazio,2002,19,3,3
chievo,2002,19,4,6
parma,2002,19,5,4
udinese,2002,19,6,5
bologna,2002,19,7,10
roma,2002,19,8,7
perugia,2002,19,9,9
empoli,2002,19,10,12
brescia,2002,19,11,8
modena,2002,19,12,13
reggina,2002,19,13,14
atalanta,2002,19,14,11
piacenza,2002,19,15,15
torino,2002,19,16,17
como,2002,19,17,16
inter,2002,20,0,1
juventus,2002,20,1,0
milan,2002,20,2,2
lazio,2002,20,3,3
chievo,2002,20,4,6
udinese,2002,20,5,5
parma,2002,20,6,4
bologna,2002,20,7,10
perugia,2002,20,8,9
roma,2002,20,9,7
empoli,2002,20,10,12
brescia,2002,20,11,8
modena,2002,20,12,13
atalanta,2002,20,13,11
reggina,2002,20,14,14
piacenza,2002,20,15,15
torino,2002,20,16,17
como,2002,20,17,16
inter,2002,21,0,1
juventus,2002,21,1,0
milan,2002,21,2,2
lazio,2002,21,3,3
chievo,2002,21,4,6
udinese,2002,21,5,5
parma,2002,21,6,4
perugia,2002,21,7,9
roma,2002,21,8,7
bologna,2002,21,9,10
empoli,2002,21,10,12
brescia,2002,21,11,8
atalanta,2002,21,12,11
modena,2002,21,13,13
reggina,2002,21,14,14
piacenza,2002,21,15,15
torino,2002,21,16,17
como,2002,21,17,16
inter,2002,22,0,1
juventus,2002,22,1,0
milan,2002,22,2,2
lazio,2002,22,3,3
chievo,2002,22,4,6
udinese,2002,22,5,5
parma,2002,22,6,4
bologna,2002,22,7,10
perugia,2002,22,8,9
roma,2002,22,9,7
brescia,2002,22,10,8
modena,2002,22,11,13
empoli,2002,22,12,12
atalanta,2002,22,13,11
reggina,2002,22,14,14
piacenza,2002,22,15,15
torino,2002,22,16,17
como,2002,22,17,16
juventus,2002,23,0,0
inter,2002,23,1,1
milan,2002,23,2,2
lazio,2002,23,3,3
chievo,2002,23,4,6
udinese,2002,23,5,5
parma,2002,23,6,4
bologna,2002,23,7,10
roma,2002,23,8,7
perugia,2002,23,9,9
brescia,2002,23,10,8
modena,2002,23,11,13
reggina,2002,23,12,14
atalanta,2002,23,13,11
empoli,2002,23,14,12
piacenza,2002,23,15,15
como,2002,23,16,16
torino,2002,23,17,17
juventus,2002,24,0,0
inter,2002,24,1,1
milan,2002,24,2,2
lazio,2002,24,3,3
chievo,2002,24,4,6
parma,2002,24,5,4
udinese,2002,24,6,5
roma,2002,24,7,7
bologna,2002,24,8,10
perugia,2002,24,9,9
brescia,2002,24,10,8
empoli,2002,24,11,12
modena,2002,24,12,13
atalanta,2002,24,13,11
reggina,2002,24,14,14
torino,2002,24,15,17
como,2002,24,16,16
piacenza,2002,24,17,15
juventus,2002,25,0,0
inter,2002,25,1,1
milan,2002,25,2,2
lazio,2002,25,3,3
chievo,2002,25,4,6
parma,2002,25,5,4
udinese,2002,25,6,5
bologna,2002,25,7,10
perugia,2002,25,8,9
roma,2002,25,9,7
brescia,2002,25,10,8
empoli,2002,25,11,12
modena,2002,25,12,13
reggina,2002,25,13,14
atalanta,2002,25,14,11
piacenza,2002,25,15,15
torino,2002,25,16,17
como,2002,25,17,16
juventus,2002,26,0,0
inter,2002,26,1,1
milan,2002,26,2,2
lazio,2002,26,3,3
parma,2002,26,4,4
chievo,2002,26,5,6
udinese,2002,26,6,5
roma,2002,26,7,7
bologna,2002,26,8,10
perugia,2002,26,9,9
brescia,2002,26,10,8
modena,2002,26,11,13
atalanta,2002,26,12,11
empoli,2002,26,13,12
reggina,2002,26,14,14
torino,2002,26,15,17
como,2002,26,16,16
piacenza,2002,26,17,15
juventus,2002,27,0,0
inter,2002,27,1,1
milan,2002,27,2,2
lazio,2002,27,3,3
parma,2002,27,4,4
chievo,2002,27,5,6
udinese,2002,27,6,5
roma,2002,27,7,7
bologna,2002,27,8,10
brescia,2002,27,9,8
perugia,2002,27,10,9
modena,2002,27,11,13
reggina,2002,27,12,14
atalanta,2002,27,13,11
empoli,2002,27,14,12
piacenza,2002,27,15,15
torino,2002,27,16,17
como,2002,27,17,16
juventus,2002,28,0,0
milan,2002,28,1,2
inter,2002,28,2,1
lazio,2002,28,3,3
parma,2002,28,4,4
chievo,2002,28,5,6
udinese,2002,28,6,5
roma,2002,28,7,7
bologna,2002,28,8,10
brescia,2002,28,9,8
perugia,2002,28,10,9
modena,2002,28,11,13
empoli,2002,28,12,12
reggina,2002,28,13,14
atalanta,2002,28,14,11
piacenza,2002,28,15,15
como,2002,28,16,16
torino,2002,28,17,17
juventus,2002,29,0,0
inter,2002,29,1,1
milan,2002,29,2,2
lazio,2002,29,3,3
parma,2002,29,4,4
chievo,2002,29,5,6
udinese,2002,29,6,5
perugia,2002,29,7,9
roma,2002,29,8,7
bologna,2002,29,9,10
brescia,2002,29,10,8
modena,2002,29,11,13
empoli,2002,29,12,12
reggina,2002,29,13,14
atalanta,2002,29,14,11
piacenza,2002,29,15,15
como,2002,29,16,16
torino,2002,29,17,17
juventus,2002,30,0,0
inter,2002,30,1,1
milan,2002,30,2,2
lazio,2002,30,3,3
parma,2002,30,4,4
chievo,2002,30,5,6
udinese,2002,30,6,5
roma,2002,30,7,7
perugia,2002,30,8,9
bologna,2002,30,9,10
brescia,2002,30,10,8
modena,2002,30,11,13
empoli,2002,30,12,12
reggina,2002,30,13,14
atalanta,2002,30,14,11
piacenza,2002,30,15,15
como,2002,30,16,16
torino,2002,30,17,17
juventus,2002,31,0,0
inter,2002,31,1,1
milan,2002,31,2,2
lazio,2002,31,3,3
chievo,2002,31,4,6
parma,2002,31,5,4
udinese,2002,31,6,5
roma,2002,31,7,7
bologna,2002,31,8,10
perugia,2002,31,9,9
brescia,2002,31,10,8
modena,2002,31,11,13
empoli,2002,31,12,12
atalanta,2002,31,13,11
reggina,2002,31,14,14
piacenza,2002,31,15,15
como,2002,31,16,16
torino,2002,31,17,17
juventus,2002,32,0,0
inter,2002,32,1,1
milan,2002,32,2,2
lazio,2002,32,3,3
chievo,2002,32,4,6
parma,2002,32,5,4
udinese,2002,32,6,5
roma,2002,32,7,7
bologna,2002,32,8,10
brescia,2002,32,9,8
perugia,2002,32,10,9
empoli,2002,32,11,12
modena,2002,32,12,13
atalanta,2002,32,13,11
reggina,2002,32,14,14
piacenza,2002,32,15,15
como,2002,32,16,16
torino,2002,32,17,17
juventus,2002,33,0,0
inter,2002,33,1,1
milan,2002,33,2,2
lazio,2002,33,3,3
chievo,2002,33,4,6
parma,2002,33,5,4
udinese,2002,33,6,5
roma,2002,33,7,7
bologna,2002,33,8,10
brescia,2002,33,9,8
perugia,2002,33,10,9
empoli,2002,33,11,12
modena,2002,33,12,13
atalanta,2002,33,13,11
reggina,2002,33,14,14
piacenza,2002,33,15,15
torino,2002,33,16,17
como,2002,33,17,16
juventus,2002,34,0,0
inter,2002,34,1,1
milan,2002,34,2,2
lazio,2002,34,3,3
parma,2002,34,4,4
udinese,2002,34,5,5
chievo,2002,34,6,6
roma,2002,34,7,7
brescia,2002,34,8,8
perugia,2002,34,9,9
bologna,2002,34,10,10
atalanta,2002,34,11,11
empoli,2002,34,12,12
modena,2002,34,13,13
reggina,2002,34,14,14
piacenza,2002,34,15,15
como,2002,34,16,16
torino,2002,34,17,17
empoli,2003,0,0,16
reggina,2003,0,1,12
bologna,2003,0,2,11
parma,2003,0,3,4
brescia,2003,0,4,10
chievo,2003,0,5,8
inter,2003,0,6,3
modena,2003,0,7,15
juventus,2003,0,8,2
sampdoria,2003,0,9,7
lazio,2003,0,10,5
lecce,2003,0,11,9
perugia,2003,0,12,14
siena,2003,0,13,13
udinese,2003,0,14,6
roma,2003,0,15,1
ancona,2003,0,16,17
milan,2003,0,17,0
milan,2003,1,0,0
inter,2003,1,1,3
roma,2003,1,2,1
juventus,2003,1,3,2
lazio,2003,1,4,5
chievo,2003,1,5,8
reggina,2003,1,6,12
bologna,2003,1,7,11
parma,2003,1,8,4
sampdoria,2003,1,9,7
brescia,2003,1,10,10
siena,2003,1,11,13
perugia,2003,1,12,14
lecce,2003,1,13,9
udinese,2003,1,14,6
modena,2003,1,15,15
ancona,2003,1,16,17
empoli,2003,1,17,16
milan,2003,2,0,0
roma,2003,2,1,1
inter,2003,2,2,3
lazio,2003,2,3,5
juventus,2003,2,4,2
parma,2003,2,5,4
udinese,2003,2,6,6
lecce,2003,2,7,9
reggina,2003,2,8,12
sampdoria,2003,2,9,7
chievo,2003,2,10,8
perugia,2003,2,11,14
